timestamp,src_port,dst_port,length,is_malicious
12.03895616531372,57667,443,52,0
12.03899097442627,57667,443,52,0
12.039038181304932,57667,443,145,0
12.039226055145264,443,57667,103,0
12.039268970489502,57667,443,52,0
12.039326190948486,57667,443,643,0
12.039361000061035,443,57667,52,0
12.039759159088135,443,57667,1290,0
12.039836168289185,443,57667,1290,0
12.040053129196167,443,57667,1290,0
12.040127038955688,443,57667,1290,0
12.04020619392395,443,57667,1290,0
12.040278196334839,443,57667,1290,0
12.04035210609436,443,57667,1290,0
12.040423154830933,443,57667,1290,0
12.040666103363037,443,57667,1290,0
12.040740966796875,443,57667,1290,0
12.04077410697937,57667,443,52,0
12.04080605506897,57667,443,52,0
12.040843963623047,57667,443,52,0
12.040991067886353,57667,443,52,0
13.043004989624023,443,57667,1290,0
13.043068170547485,443,57667,1290,0
13.043107032775879,443,57667,1290,0
13.043146133422852,443,57667,1290,0
13.043182134628296,443,57667,1290,0
13.043215990066528,443,57667,1290,0
13.043580055236816,443,57667,1290,0
13.043925046920776,443,57667,1290,0
13.043963193893433,443,57667,1290,0
13.043998003005981,443,57667,1290,0
13.044032096862793,443,57667,1290,0
13.044226169586182,443,57667,1290,0
13.04426908493042,443,57667,1290,0
13.044366121292114,443,57667,1290,0
13.044389963150024,443,57667,300,0
13.04441213607788,57667,443,52,0
13.04442811012268,57667,443,52,0
13.044669151306152,57667,443,52,0
13.044685125350952,57667,443,52,0
13.045371055603027,57668,443,64,0
13.045389175415039,443,57668,60,0
13.04540205001831,57668,443,52,0
13.045421123504639,57668,443,569,0
13.045920133590698,443,57668,52,0
13.045953035354614,443,57668,1290,0
13.045987129211426,443,57668,1290,0
13.046280145645142,443,57668,1290,0
13.046406984329224,443,57668,164,0
13.046425104141235,57668,443,52,0
13.04643702507019,57668,443,52,0
13.046770095825195,57668,443,145,0
13.046789169311523,443,57668,103,0
13.047104120254517,57668,443,52,0
13.047192096710205,57668,443,1275,0
13.047224998474121,443,57668,52,0
13.047453165054321,57668,443,435,0
13.048001050949097,443,57668,52,0
13.048206090927124,443,57668,912,0
13.048228979110718,57668,443,52,0
14.05085301399231,443,57653,76,0
14.050889015197754,443,57653,52,0
14.050920009613037,443,57653,52,0
14.050953149795532,57653,443,52,0
14.050986051559448,57653,443,76,0
14.051017045974731,57653,443,52,0
14.051051139831543,443,57653,40,0
22.06530213356018,57669,443,64,0
22.065335035324097,443,57669,60,0
22.06536602973938,57669,443,52,0
22.065418004989624,57669,443,569,0
22.06545114517212,443,57669,52,0
22.06552505493164,443,57669,1290,0
22.06559705734253,443,57669,1290,0
22.06562900543213,57669,443,52,0
22.065699100494385,443,57669,1290,0
22.065733194351196,57669,443,64,0
22.065797090530396,443,57669,1136,0
22.065829038619995,57669,443,52,0
22.065872192382812,57669,443,116,0
22.065968990325928,443,57669,52,0
22.066014051437378,57669,443,497,0
22.066045999526978,443,57669,52,0
22.066102981567383,443,57669,883,0
22.066133975982666,57669,443,52,0
23.067255973815918,57670,443,64,0
23.06729006767273,443,57670,60,0
23.06734013557434,57670,443,569,0
23.06737208366394,443,57670,52,0
23.067448139190674,443,57670,1290,0
23.067520141601562,443,57670,1290,0
23.067589044570923,443,57670,1240,0
23.067670106887817,443,57670,1240,0
23.067703008651733,57670,443,52,0
23.067734003067017,57670,443,64,0
23.067768096923828,57670,443,116,0
23.06785798072815,443,57670,52,0
23.067893028259277,57670,443,132,0
23.06792402267456,443,57670,52,0
23.06797218322754,443,57670,579,0
23.068003177642822,57670,443,52,0
23.06803297996521,57670,443,83,0
24.068888187408447,443,57670,52,0
24.06956911087036,57671,443,64,0
24.06973910331726,443,57671,60,0
24.06997013092041,57671,443,52,0
24.070037126541138,57671,443,569,0
24.07011604309082,443,57671,52,0
24.070202112197876,443,57671,1290,0
24.07027506828308,443,57671,1290,0
24.07035207748413,443,57671,1290,0
24.070405960083008,443,57671,434,0
24.070482969284058,443,57671,1290,0
24.070552110671997,443,57671,1290,0
24.07059597969055,443,57671,321,0
24.070630073547363,57672,443,64,0
24.07066297531128,57671,443,52,0
24.070695161819458,57671,443,52,0
24.07072615623474,443,57672,60,0
24.070765018463135,57672,443,52,0
24.070815086364746,57672,443,569,0
24.070855140686035,443,57672,52,0
24.07089114189148,57671,443,145,0
24.070969104766846,443,57672,1290,0
24.071040153503418,443,57672,1290,0
24.07111406326294,443,57672,1290,0
24.071161031723022,443,57672,434,0
24.071194171905518,57672,443,52,0
24.071226119995117,57672,443,52,0
24.071282148361206,443,57672,888,0
24.071314096450806,57672,443,52,0
24.07134699821472,443,57671,103,0
24.071377992630005,57671,443,52,0
24.071444988250732,57671,443,1248,0
24.07154417037964,57673,443,64,0
24.071575164794922,443,57673,60,0
24.07160496711731,57673,443,52,0
24.07165217399597,57673,443,569,0
24.07168412208557,443,57673,52,0
24.0717511177063,443,57673,1290,0
24.07182812690735,443,57673,1290,0
24.071892023086548,443,57673,1096,0
24.07192611694336,443,57671,52,0
24.071983098983765,57671,443,595,0
24.072023153305054,57673,443,52,0
24.07205319404602,57673,443,52,0
24.07208514213562,443,57671,52,0
24.072120189666748,57673,443,132,0
24.072152137756348,443,57673,52,0
24.072195053100586,57673,443,452,0
24.072235107421875,443,57673,339,0
24.072277069091797,443,57673,339,0
24.07230806350708,57673,443,52,0
24.072376012802124,443,57673,1290,0
24.072447061538696,443,57673,1290,0
24.07249617576599,443,57673,579,0
24.072527170181274,57673,443,52,0
24.072556972503662,57673,443,52,0
24.072700023651123,57672,443,145,0
24.07294011116028,443,57672,103,0
24.073103189468384,57672,443,52,0
24.073175191879272,57672,443,1192,0
24.073207139968872,57674,443,64,0
24.0733060836792,57669,443,76,0
24.073337078094482,57669,443,52,0
24.073369026184082,443,57674,60,0
24.07340097427368,57674,443,52,0
24.073450088500977,57674,443,569,0
24.07348108291626,443,57669,76,0
24.07351016998291,443,57669,52,0
24.07354497909546,57669,443,40,0
24.073575019836426,57669,443,40,0
24.073606967926025,57675,443,64,0
24.073641061782837,443,57674,52,0
24.073708057403564,443,57674,1290,0
24.073776960372925,443,57674,1290,0
24.07384705543518,443,57674,1079,0
24.073880195617676,443,57675,60,0
24.073909997940063,57674,443,52,0
24.07395100593567,57674,443,52,0
24.073983192443848,57675,443,52,0
24.074032068252563,57675,443,569,0
24.07406711578369,57674,443,116,0
24.074095964431763,443,57675,52,0
24.07416605949402,443,57675,1290,0
24.07423496246338,443,57675,1290,0
24.07431197166443,443,57675,1290,0
24.07435703277588,443,57675,438,0
24.074397087097168,443,57672,52,0
24.074440002441406,57672,443,404,0
24.074472188949585,57675,443,52,0
24.074503183364868,57675,443,52,0
24.074547052383423,443,57674,545,0
24.07458806037903,443,57672,52,0
24.07462215423584,57675,443,116,0
24.074685096740723,57674,443,1092,0
24.07473111152649,57675,443,483,0
24.074764013290405,443,57674,83,0
24.074798107147217,57674,443,83,0
24.0748291015625,443,57675,52,0
24.0748929977417,443,57675,898,0
24.074925184249878,57675,443,52,0
24.074958086013794,57676,443,64,0
24.075026988983154,443,57671,1290,0
24.07509708404541,443,57671,1290,0
24.07525610923767,443,57671,1290,0
24.075343132019043,443,57671,1290,0
24.075380086898804,57671,443,52,0
24.075412034988403,57671,443,52,0
24.07548499107361,443,57671,1051,0
24.07552719116211,57671,443,52,0
24.075574159622192,443,57674,372,0
24.075608015060425,57674,443,52,0
24.075639009475708,57677,443,64,0
24.075747966766357,443,57676,60,0
24.07577896118164,57676,443,52,0
24.07582712173462,57676,443,569,0
24.07585906982422,57678,443,64,0
24.07589602470398,5223,57373,185,1
24.07592797279358,5223,57373,78,1
24.075966119766235,57373,5223,52,1
24.075999975204468,57373,5223,84,1
24.076078176498413,443,57672,1290,0
24.076151132583618,443,57672,1290,0
24.076228141784668,443,57672,1290,0
24.076280117034912,443,57672,659,0
24.076313018798828,443,57677,60,0
24.076343059539795,57672,443,52,0
24.076374053955078,57672,443,52,0
24.076410055160522,443,57676,52,0
24.07648801803589,443,57676,1290,0
24.076557159423828,443,57676,1290,0
24.07663607597351,443,57676,1290,0
24.076683044433594,443,57676,434,0
24.076750993728638,443,57676,1290,0
24.076812982559204,443,57676,1108,0
24.076845169067383,443,57678,60,0
24.07687497138977,5223,57373,52,1
24.076943159103394,57373,5223,1290,1
24.077011108398438,57373,5223,1290,1
24.07707905769348,57373,5223,1290,1
24.077139139175415,57373,5223,1018,1
24.0771701335907,5223,57373,52,1
24.077200174331665,5223,57373,52,1
24.077229976654053,5223,57373,52,1
24.07729697227478,57373,5223,1290,1
24.077363967895508,57373,5223,1290,1
24.077430963516235,57373,5223,1290,1
24.077491998672485,57373,5223,1040,1
24.077558040618896,57671,443,1250,0
24.077635049819946,57671,443,1290,0
24.077681064605713,57671,443,540,0
24.07771396636963,443,57671,52,0
24.07778000831604,57373,5223,1290,1
24.077847003936768,57373,5223,1290,1
24.077916145324707,57373,5223,1290,1
24.077977180480957,57373,5223,1082,1
24.07800817489624,5223,57373,52,1
24.078037977218628,5223,57373,52,1
24.07806706428528,443,57671,52,0
24.07809615135193,5223,57373,52,1
24.078125,5223,57373,52,1
24.07818603515625,443,57676,1108,0
24.07821798324585,57679,443,64,0
24.0782470703125,443,57679,60,0
24.07828712463379,57679,443,52,0
24.078325033187866,57679,443,569,0
24.078346967697144,443,57679,52,0
24.078395128250122,443,57679,1290,0
24.078452110290527,443,57679,1290,0
24.078500986099243,443,57679,1290,0
24.078531980514526,443,57679,434,0
24.078580141067505,443,57679,1290,0
24.078617095947266,443,57679,734,0
24.07863998413086,57679,443,52,0
24.078660011291504,57679,443,52,0
24.07875108718872,443,57671,1290,0
24.078790187835693,443,57671,853,0
24.078864097595215,57671,443,52,0
24.078906059265137,57680,443,64,0
24.078951120376587,443,57680,60,0
24.07897400856018,57679,443,116,0
24.078994035720825,57680,443,52,0
24.07902717590332,57680,443,569,0
24.079073190689087,57672,443,1196,0
24.079122066497803,57672,443,1290,0
24.07915711402893,57672,443,639,0
24.079217195510864,57671,443,1258,0
24.07926607131958,57671,443,1290,0
24.07929801940918,57671,443,471,0
24.079321146011353,443,57679,52,0
24.079349040985107,443,57679,339,0
24.079395055770874,57679,443,1207,0
24.079421043395996,57679,443,52,0
24.07945203781128,443,57679,339,0
24.07947611808777,443,57679,114,0
24.079498052597046,57679,443,52,0
24.079519033432007,443,57680,52,0
24.07953906059265,443,57672,52,0
24.079586029052734,443,57680,1290,0
24.079634189605713,443,57680,1290,0
24.07968306541443,443,57680,1290,0
24.079713106155396,443,57680,434,0
24.079735040664673,57680,443,52,0
24.07975697517395,57680,443,52,0
24.07977819442749,443,57672,52,0
24.07979917526245,443,57672,52,0
25.07864999771118,443,57671,52,0
25.078778982162476,443,57671,52,0
25.078824043273926,443,57671,52,0
25.079056978225708,443,57679,52,0
25.079146146774292,443,57679,83,0
25.07918405532837,57679,443,83,0
25.079219102859497,57679,443,52,0
25.07930898666382,443,57680,1290,0
25.07935905456543,443,57680,280,0
25.079394102096558,57680,443,52,0
25.079430103302002,57680,443,132,0
25.079766035079956,443,57680,339,0
25.080078125,443,57680,339,0
25.0801420211792,57680,443,669,0
25.080185174942017,57674,443,148,0
25.080263137817383,57674,443,1290,0
25.080324172973633,57674,443,787,0
25.080374002456665,57676,443,569,0
25.08041214942932,443,57680,113,0
25.08045196533203,443,57680,83,0
25.080646991729736,443,57680,369,0
25.08073115348816,443,57680,1290,0
25.080934047698975,443,57680,1290,0
25.081017017364502,443,57680,1290,0
25.081098079681396,443,57680,1290,0
25.08117413520813,443,57680,1290,0
25.081210136413574,57680,443,52,0
25.081289052963257,443,57680,1290,0
25.081324100494385,57680,443,83,0
25.08136296272278,57680,443,52,0
25.08140206336975,57680,443,52,0
25.081438064575195,443,57680,76,0
25.081475019454956,57680,443,52,0
25.081506967544556,57680,443,52,0
25.08153796195984,443,57674,52,0
25.081576108932495,443,57679,52,0
25.081655025482178,443,57672,1290,0
25.08173418045044,443,57672,1290,0
25.081813097000122,443,57672,1290,0
25.081935167312622,443,57672,659,0
25.081976175308228,57672,443,52,0
25.082010984420776,57672,443,52,0
25.082097053527832,443,57671,1290,0
25.082170963287354,443,57671,1110,0
25.082205057144165,57671,443,52,0
25.082242965698242,57677,443,52,0
25.082292079925537,57677,443,569,0
25.082324028015137,57676,443,52,0
25.082355976104736,57676,443,64,0
25.08238697052002,57676,443,52,0
25.0824191570282,57678,443,52,0
25.082473039627075,57678,443,569,0
25.082552194595337,57671,443,1258,0
25.08262300491333,57671,443,1290,0
25.08267307281494,57671,443,403,0
25.082743167877197,443,57674,1290,0
25.082780122756958,443,57674,136,0
25.082812070846558,443,57674,89,0
25.08287215232849,57674,443,1018,0
25.082940101623535,443,57674,1290,0
25.08297300338745,443,57674,81,0
25.083003997802734,57674,443,52,0
25.083036184310913,443,57671,52,0
25.0830659866333,443,57671,52,0
25.083096027374268,443,57680,52,0
25.08313798904419,57676,443,145,0
25.083177089691162,443,57676,52,0
25.0832941532135,57681,443,64,0
25.08337116241455,443,57674,1282,0
25.083415985107422,443,57674,244,0
25.08345103263855,443,57681,60,0
25.08348512649536,57674,443,52,0
25.083516120910645,57681,443,52,0
25.083567142486572,57681,443,569,0
25.08360004425049,443,57681,52,0
25.08367109298706,443,57681,1290,0
25.083742141723633,443,57681,1290,0
25.083773136138916,57681,443,52,0
25.083805084228516,443,57678,52,0
25.08387517929077,443,57678,1290,0
25.083983182907104,443,57678,1290,0
25.084068059921265,443,57678,1290,0
25.084119081497192,443,57678,434,0
25.08415412902832,57678,443,52,0
25.084187984466553,57678,443,52,0
25.084257125854492,443,57678,1290,0
25.084323167800903,443,57678,1108,0
25.084355115890503,443,57677,52,0
25.08439612388611,57678,443,52,0
25.084482192993164,443,57677,1290,0
25.084551095962524,443,57677,1290,0
25.084628105163574,443,57677,1290,0
25.084681034088135,443,57677,434,0
25.08475112915039,443,57677,1290,0
25.084784030914307,57677,443,52,0
25.084815979003906,57677,443,52,0
25.084880113601685,443,57677,1108,0
25.084923028945923,57677,443,52,0
25.084988117218018,443,57681,1135,0
25.08502197265625,57681,443,52,0
25.085057020187378,57678,443,145,0
25.085090160369873,443,57676,52,0
25.085124015808105,443,57676,103,0
25.085155963897705,57676,443,52,0
25.085199117660522,57676,443,459,0
25.0852689743042,443,57671,1290,0
25.0853271484375,443,57671,928,0
25.0853590965271,57671,443,52,0
25.085469961166382,57677,443,145,0
25.085541009902954,57676,443,1290,0
25.0855929851532,57676,443,665,0
25.08570909500122,57681,443,116,0
25.08575415611267,57681,443,504,0
25.085788011550903,57682,443,64,0
25.08581805229187,443,57681,52,0
25.085875034332275,443,57681,891,0
25.08590817451477,57681,443,52,0
25.08594512939453,443,57682,60,0
25.086007118225098,57680,443,855,0
25.086032152175903,57682,443,52,0
25.086066007614136,57682,443,569,0
25.086090087890625,443,57678,103,0
25.08611297607422,443,57680,52,0
25.086135149002075,443,57682,52,0
25.086163997650146,443,57680,369,0
25.08621907234192,443,57680,1290,0
25.086270093917847,443,57680,1290,0
25.08633017539978,443,57680,1290,0
25.086352109909058,57680,443,52,0
25.086374044418335,57680,443,52,0
25.086429119110107,443,57682,1290,0
25.086477994918823,443,57682,1290,0
25.086528062820435,443,57682,1290,0
25.086565017700195,443,57682,434,0
25.086589097976685,57682,443,52,0
25.086611032485962,57682,443,52,0
25.086663961410522,443,57680,1290,0
25.086721181869507,443,57680,1290,0
25.086770057678223,443,57680,1290,0
25.086819171905518,443,57680,1290,0
25.08687400817871,443,57680,1290,0
25.086924076080322,443,57680,1290,0
25.087007999420166,443,57680,1290,0
25.08706307411194,443,57680,1290,0
25.087098121643066,443,57682,390,0
25.087148189544678,443,57680,1290,0
25.087172031402588,57680,443,52,0
25.087196111679077,57680,443,52,0
25.087260007858276,443,57680,1290,0
25.087339162826538,443,57680,1290,0
25.08739995956421,443,57680,1290,0
25.087424993515015,57680,443,52,0
25.08745002746582,57680,443,52,0
25.08750605583191,443,57680,1290,0
25.08756709098816,443,57680,1290,0
25.08761501312256,443,57680,1290,0
25.087645053863525,57682,443,52,0
25.0876681804657,57680,443,52,0
25.08769702911377,57680,443,52,0
25.087746143341064,443,57680,1290,0
25.08780002593994,443,57680,1290,0
25.08785605430603,443,57680,1290,0
25.087877988815308,57680,443,52,0
25.087900161743164,57680,443,52,0
25.087965965270996,443,57680,1290,0
25.088032007217407,443,57680,1290,0
25.088083028793335,443,57680,1290,0
25.08810806274414,57680,443,52,0
25.088131189346313,57680,443,52,0
25.08818006515503,443,57680,1290,0
25.08820414543152,57680,443,52,0
25.088256120681763,443,57680,1290,0
25.08830499649048,443,57680,1290,0
25.08835506439209,443,57680,1290,0
25.088412046432495,443,57680,1290,0
25.088463068008423,443,57680,1290,0
25.088521003723145,443,57680,1290,0
25.0885751247406,57680,443,52,0
25.088603973388672,57680,443,52,0
25.08862614631653,443,57676,52,0
25.088678121566772,443,57680,1290,0
25.08873200416565,443,57680,1290,0
25.08879017829895,443,57680,1290,0
25.088814973831177,57680,443,52,0
25.088836193084717,57680,443,52,0
25.08888602256775,443,57680,1290,0
25.08893609046936,443,57680,1290,0
25.08898615837097,443,57680,1290,0
25.089011192321777,57680,443,52,0
25.089033126831055,57680,443,52,0
25.089081048965454,443,57680,1290,0
25.089131116867065,443,57680,1290,0
25.089181184768677,443,57680,1290,0
25.08920407295227,57680,443,52,0
25.089226007461548,57680,443,52,0
25.089271068572998,443,57680,1093,0
25.08931303024292,57680,443,52,0
25.089344024658203,443,57676,52,0
25.08936905860901,443,57677,103,0
25.089415073394775,57678,443,52,0
25.08944797515869,57678,443,459,0
25.08947515487671,57682,443,145,0
25.089497089385986,57677,443,52,0
25.089560985565186,57677,443,459,0
25.089612007141113,57678,443,1290,0
25.089648962020874,57678,443,665,0
25.0896999835968,57677,443,1290,0
25.089735984802246,57677,443,665,0
25.089760065078735,57683,443,64,0
25.089784145355225,443,57682,103,0
25.089811086654663,57682,443,52,0
25.089859008789062,57682,443,1160,0
25.08991312980652,57682,443,1290,0
25.089954137802124,57682,443,862,0
25.08998417854309,57682,443,383,0
25.090031147003174,443,57683,60,0
25.090087175369263,443,57676,1290,0
25.090142965316772,443,57676,1290,0
25.090193033218384,443,57676,1290,0
25.090255975723267,443,57676,1290,0
25.09031319618225,443,57676,1290,0
25.090336084365845,57676,443,52,0
25.09035897254944,57676,443,52,0
25.090381145477295,57683,443,52,0
25.090420961380005,57683,443,569,0
25.090471029281616,443,57676,1290,0
25.090519189834595,443,57676,1290,0
25.09056806564331,443,57676,1290,0
25.090615034103394,443,57676,1290,0
25.090639114379883,57676,443,52,0
25.090660095214844,57676,443,52,0
25.090713024139404,443,57676,1290,0
25.090768098831177,443,57676,1290,0
25.09079098701477,57676,443,52,0
25.090819120407104,57676,443,52,0
25.090841054916382,443,57682,52,0
25.090862035751343,443,57683,52,0
25.090914011001587,443,57683,1290,0
25.0909640789032,443,57683,1290,0
25.091012001037598,443,57683,1290,0
25.091053009033203,443,57683,432,0
25.091081142425537,57683,443,52,0
25.091103076934814,57683,443,52,0
25.09113311767578,57680,443,282,0
25.091161966323853,57683,443,116,0
25.09119415283203,443,57680,361,0
25.091253995895386,443,57680,1290,0
25.091305017471313,443,57680,1290,0
25.09135413169861,443,57680,1290,0
25.09140110015869,443,57680,1290,0
25.09145212173462,443,57680,1290,0
25.091508150100708,443,57680,1290,0
25.091533184051514,57680,443,52,0
25.091554164886475,57680,443,52,0
25.09157705307007,57680,443,52,0
25.09159803390503,57680,443,52,0
25.091652154922485,443,57680,1290,0
25.091700077056885,443,57680,1290,0
25.091745138168335,443,57680,707,0
25.09177017211914,57680,443,52,0
25.091792106628418,57680,443,52,0
25.091825008392334,443,57683,545,0
25.091857194900513,57683,443,222,0
25.091880083084106,443,57678,52,0
25.091901063919067,443,57677,52,0
25.091950178146362,443,57683,1290,0
25.091981172561646,443,57683,136,0
25.092031002044678,443,57683,1290,0
25.092056035995483,443,57683,136,0
25.092111110687256,443,57683,1290,0
25.09213614463806,443,57683,136,0
25.092159032821655,443,57682,52,0
25.092188119888306,57683,443,83,0
25.0922110080719,57683,443,52,0
25.092260122299194,443,57683,1290,0
25.092314958572388,443,57683,1290,0
25.09234118461609,57683,443,52,0
25.092364072799683,57683,443,52,0
25.09242010116577,443,57683,1290,0
25.092468976974487,443,57683,1290,0
25.09249210357666,57683,443,52,0
25.092514038085938,57683,443,52,0
25.092565059661865,443,57683,1290,0
25.092617988586426,443,57683,1290,0
25.09264612197876,57683,443,52,0
25.092668056488037,57683,443,52,0
25.09272313117981,443,57683,1290,0
25.092777013778687,443,57683,1290,0
25.092801094055176,57683,443,52,0
25.092822074890137,57683,443,52,0
25.092879056930542,443,57683,1290,0
25.092900037765503,57683,443,52,0
25.092947959899902,443,57676,1290,0
25.09300708770752,443,57676,1290,0
25.09305715560913,443,57676,1290,0
25.09310507774353,443,57676,1290,0
25.09312915802002,57676,443,52,0
25.09315013885498,57676,443,52,0
25.093199014663696,443,57676,1290,0
25.09324812889099,443,57676,1290,0
25.093302965164185,443,57676,1290,0
25.093361139297485,443,57676,1290,0
25.09338402748108,57676,443,52,0
25.093405961990356,57676,443,52,0
25.09346103668213,443,57676,1290,0
25.09350895881653,443,57676,1290,0
25.093562126159668,443,57676,1290,0
25.09361219406128,443,57676,1290,0
25.093635082244873,57676,443,52,0
25.093656063079834,57676,443,52,0
25.093708992004395,443,57683,1290,0
25.093759059906006,443,57683,1274,0
25.093788146972656,57683,443,52,0
25.093842029571533,443,57677,1290,0
25.093950033187866,443,57677,1290,0
25.094006061553955,443,57677,1290,0
25.09406304359436,443,57677,1290,0
25.09411311149597,443,57677,1290,0
25.09416913986206,443,57677,1290,0
25.09422206878662,443,57677,1290,0
25.094274044036865,443,57677,1290,0
25.094324111938477,443,57677,1290,0
25.094374179840088,443,57677,1290,0
25.09442400932312,443,57677,1290,0
25.094475030899048,443,57677,1290,0
25.094524145126343,443,57677,1290,0
25.09455704689026,443,57677,371,0
25.094606161117554,443,57677,1290,0
25.094655990600586,443,57678,1290,0
25.09470796585083,443,57678,1290,0
25.094757080078125,443,57678,1290,0
25.094808101654053,443,57678,1290,0
25.09483313560486,57677,443,52,0
25.09485697746277,57677,443,52,0
25.09490418434143,443,57678,1290,0
25.09495496749878,443,57678,1290,0
25.095003128051758,443,57678,1290,0
25.095059156417847,443,57678,1290,0
25.09510898590088,443,57678,1290,0
25.095158100128174,443,57678,1290,0
25.0952091217041,443,57678,1290,0
25.095257997512817,443,57678,1290,0
25.095309019088745,443,57678,1290,0
25.09534001350403,443,57678,371,0
25.09536600112915,5223,57373,215,1
25.09539008140564,57373,5223,52,1
25.0954110622406,57678,443,52,0
25.09543800354004,57678,443,52,0
25.095487117767334,443,57682,1290,0
25.0955171585083,443,57682,327,0
25.095540046691895,57682,443,52,0
25.095561981201172,57678,443,52,0
25.095587968826294,57678,443,52,0
25.095617055892944,57373,5223,84,1
25.095664024353027,443,57679,1229,0
25.0956871509552,57679,443,52,0
25.09571409225464,57679,443,91,0
25.095738172531128,57679,443,76,0
25.095760107040405,5223,57373,52,1
25.095781087875366,443,57679,52,0
25.095802068710327,443,57679,52,0
25.095829010009766,57679,443,52,0
25.09585404396057,57674,443,111,0
25.095903158187866,443,57676,1290,0
25.095957040786743,443,57676,1290,0
25.096006155014038,443,57676,1290,0
25.096054077148438,443,57676,1290,0
25.096107959747314,443,57676,1290,0
25.09616208076477,443,57676,1290,0
25.096211194992065,443,57676,1290,0
25.096264123916626,443,57676,1290,0
25.096312999725342,443,57676,1290,0
25.096362113952637,443,57676,1290,0
25.096412181854248,443,57676,1290,0
25.09646511077881,443,57676,1290,0
25.096487998962402,57676,443,52,0
25.09651017189026,57676,443,52,0
25.09653115272522,57676,443,52,0
25.096553087234497,57676,443,52,0
25.096606969833374,443,57678,1290,0
25.0966579914093,443,57678,1290,0
25.096707105636597,443,57678,1290,0
25.096757173538208,443,57678,1290,0
25.096781015396118,57678,443,52,0
25.09680199623108,57678,443,52,0
25.09685206413269,443,57678,1290,0
25.096909046173096,443,57678,1290,0
25.096960067749023,443,57678,1290,0
25.097010135650635,443,57678,1290,0
25.09705901145935,443,57678,1290,0
25.097109079360962,443,57678,1290,0
25.097130060195923,57678,443,52,0
25.0971519947052,57678,443,52,0
25.097212076187134,443,57678,1290,0
25.097264051437378,443,57678,1290,0
25.097328186035156,443,57678,1290,0
25.097381114959717,443,57678,1290,0
25.097434043884277,443,57678,1290,0
25.097483158111572,443,57678,1290,0
25.0975341796875,443,57678,1290,0
25.09758710861206,443,57678,1290,0
25.097635984420776,443,57678,1290,0
25.09768509864807,443,57678,1290,0
25.097736120224,443,57678,1290,0
25.09778618812561,443,57678,1290,0
25.09783411026001,443,57678,1290,0
25.097882986068726,443,57678,1290,0
25.09793710708618,443,57678,1290,0
25.09798002243042,443,57678,1290,0
25.09801697731018,443,57678,1290,0
25.098052978515625,443,57678,1290,0
25.09809112548828,443,57677,1290,0
25.098127126693726,443,57677,1290,0
25.098172187805176,443,57677,1290,0
