relative_timestamp,src_ip,dst_ip,src_port,dst_port,length,is_malicious
1.0058739185333252,10.193.107.99,17.248.201.69,57904,443,569,1
1.0059728622436523,17.248.201.69,10.193.107.99,443,57903,52,1
1.0060279369354248,17.248.201.69,10.193.107.99,443,57905,60,1
1.006072998046875,10.193.107.99,17.248.201.69,57905,443,52,1
1.0061218738555908,10.193.107.99,17.248.201.69,57905,443,569,1
1.006201982498169,17.248.201.69,10.193.107.99,443,57903,1290,1
1.006274938583374,17.248.201.69,10.193.107.99,443,57903,1290,1
1.0063538551330566,17.248.201.69,10.193.107.99,443,57903,1290,1
1.0064067840576172,17.248.201.69,10.193.107.99,443,57903,434,1
1.0064818859100342,17.248.201.69,10.193.107.99,443,57903,1290,1
1.006537914276123,17.248.201.69,10.193.107.99,443,57903,734,1
1.0065789222717285,10.193.107.99,17.248.201.69,57903,443,52,1
1.0066099166870117,10.193.107.99,17.248.201.69,57903,443,52,1
1.0066518783569336,17.248.201.69,10.193.107.99,443,57904,52,1
1.0066978931427002,17.248.201.69,10.193.107.99,443,57904,208,1
1.0067379474639893,17.248.201.69,10.193.107.99,443,57905,52,1
1.0067689418792725,10.193.107.99,17.248.201.69,57904,443,52,1
1.0068039894104004,10.193.107.99,17.248.201.69,57904,443,103,1
1.0068469047546387,10.193.107.99,17.248.201.69,57902,443,116,1
1.0069999694824219,17.248.201.69,10.193.107.99,443,57905,1290,1
1.00705885887146,10.193.107.99,17.248.201.69,57904,443,1171,1
1.0070829391479492,10.193.107.99,17.248.201.69,57905,443,52,1
1.0071399211883545,10.193.107.99,17.248.201.69,57904,443,1290,1
1.0071687698364258,10.193.107.99,17.248.201.69,57904,443,175,1
1.0072178840637207,17.248.201.69,10.193.107.99,443,57905,1290,1
1.007279872894287,17.248.201.69,10.193.107.99,443,57905,1290,1
1.0073127746582031,17.248.201.69,10.193.107.99,443,57905,434,1
1.007368803024292,17.248.201.69,10.193.107.99,443,57905,1290,1
1.0074129104614258,17.248.201.69,10.193.107.99,443,57905,1065,1
1.0074357986450195,10.193.107.99,17.248.201.69,57905,443,52,1
1.007457971572876,10.193.107.99,17.248.201.69,57905,443,52,1
1.0074818134307861,10.193.107.99,17.248.201.69,57903,443,116,1
1.0075068473815918,17.248.201.69,10.193.107.99,443,57904,52,1
1.0075469017028809,17.248.201.69,10.193.107.99,443,57904,52,1
1.0075969696044922,17.248.201.69,10.193.107.99,443,57904,52,1
1.007631778717041,17.248.201.69,10.193.107.99,443,57902,339,1
1.0076627731323242,17.248.201.69,10.193.107.99,443,57902,339,1
1.0076868534088135,17.248.201.69,10.193.107.99,443,57902,114,1
1.0077409744262695,10.193.107.99,17.248.201.69,57902,443,1157,1
1.0077898502349854,10.193.107.99,17.248.201.69,57903,443,1290,1
1.0078239440917969,10.193.107.99,17.248.201.69,57903,443,495,1
1.0078539848327637,17.248.201.69,10.193.107.99,443,57903,339,1
1.007875919342041,10.193.107.99,17.248.201.69,57903,443,52,1
1.0079050064086914,17.248.201.69,10.193.107.99,443,57903,339,1
1.007929801940918,17.248.201.69,10.193.107.99,443,57903,114,1
1.0079538822174072,10.193.107.99,17.248.201.69,57905,443,145,1
1.007976770401001,10.193.107.99,17.248.201.69,57903,443,52,1
1.0079998970031738,17.248.201.69,10.193.107.99,443,57902,83,1
1.0080218315124512,10.193.107.99,17.248.201.69,57902,443,83,1
1.008042812347412,17.248.201.69,10.193.107.99,443,57903,52,1
1.0080649852752686,17.248.201.69,10.193.107.99,443,57903,83,1
1.0080859661102295,17.248.201.69,10.193.107.99,443,57905,52,1
1.0081098079681396,17.248.201.69,10.193.107.99,443,57905,103,1
1.0081307888031006,10.193.107.99,17.248.201.69,57903,443,83,1
1.008152961730957,10.193.107.99,17.248.201.69,57903,443,52,1
1.008173942565918,10.193.107.99,17.248.201.69,57905,443,52,1
1.0082159042358398,17.248.201.69,10.193.107.99,443,57901,953,1
1.0082669258117676,10.193.107.99,17.248.201.69,57905,443,1171,1
1.0082910060882568,10.193.107.99,17.248.201.69,57901,443,52,1
1.0083389282226562,10.193.107.99,17.248.201.69,57905,443,1290,1
1.0083649158477783,10.193.107.99,17.248.201.69,57905,443,175,1
1.0083868503570557,17.248.201.69,10.193.107.99,443,57905,52,1
1.0084078311920166,17.248.201.69,10.193.107.99,443,57905,52,1
1.008430004119873,17.248.201.69,10.193.107.99,443,57902,52,1
1.0084519386291504,17.248.201.69,10.193.107.99,443,57903,52,1
1.00848388671875,17.248.201.69,10.193.107.99,443,57902,517,1
1.0085058212280273,10.193.107.99,17.248.201.69,57902,443,52,1
1.0085477828979492,17.248.201.69,10.193.107.99,443,57904,974,1
1.0085699558258057,10.193.107.99,17.248.201.69,57904,443,52,1
1.008591890335083,10.193.107.99,17.248.201.69,57902,443,91,1
1.0086138248443604,10.193.107.99,17.248.201.69,57902,443,76,1
1.0086359977722168,17.248.201.69,10.193.107.99,443,57902,52,1
1.0086569786071777,17.248.201.69,10.193.107.99,443,57902,52,1
1.0086779594421387,10.193.107.99,17.248.201.69,57902,443,52,1
1.008711814880371,17.248.201.69,10.193.107.99,443,57903,583,1
1.0087339878082275,10.193.107.99,17.248.201.69,57903,443,52,1
1.0087568759918213,10.193.107.99,17.248.201.69,57903,443,91,1
1.0087788105010986,10.193.107.99,17.248.201.69,57903,443,76,1
1.0087988376617432,17.248.201.69,10.193.107.99,443,57903,52,1
1.0088207721710205,17.248.201.69,10.193.107.99,443,57903,52,1
1.0088419914245605,10.193.107.99,17.248.201.69,57903,443,52,1
1.008882999420166,17.248.201.69,10.193.107.99,443,57905,974,1
1.0089058876037598,10.193.107.99,17.248.201.69,57905,443,52,1
6.016389846801758,10.193.107.99,17.57.144.38,57373,5223,92,1
6.01644492149353,17.57.144.38,10.193.107.99,5223,57373,76,1
6.016485929489136,10.193.107.99,17.57.144.38,57373,5223,52,1
31.230071783065796,10.193.107.99,17.248.201.69,57901,443,83,0
31.230114936828613,10.193.107.99,17.248.201.69,57904,443,83,0
31.230150938034058,10.193.107.99,17.248.201.69,57905,443,83,0
31.230188846588135,10.193.107.99,17.248.201.69,57901,443,52,0
31.230347871780396,10.193.107.99,17.248.201.69,57904,443,52,0
31.230388879776,10.193.107.99,17.248.201.69,57905,443,52,0
31.2304208278656,17.248.201.69,10.193.107.99,443,57901,52,0
31.230451822280884,17.248.201.69,10.193.107.99,443,57901,52,0
31.2305428981781,17.248.201.69,10.193.107.99,443,57901,52,0
31.23058295249939,17.248.201.69,10.193.107.99,443,57905,52,0
31.230616807937622,17.248.201.69,10.193.107.99,443,57905,52,0
31.23064684867859,17.248.201.69,10.193.107.99,443,57905,52,0
31.23104500770569,17.248.201.69,10.193.107.99,443,57904,52,0
31.231088876724243,17.248.201.69,10.193.107.99,443,57904,52,0
31.231287956237793,17.248.201.69,10.193.107.99,443,57904,52,0
31.231321811676025,10.193.107.99,17.248.201.69,57901,443,52,0
31.23135495185852,10.193.107.99,17.248.201.69,57905,443,52,0
31.231385946273804,10.193.107.99,17.248.201.69,57904,443,52,0
39.24603891372681,10.193.107.99,17.248.201.69,57906,443,64,0
39.246089935302734,17.248.201.69,10.193.107.99,443,57906,60,0
39.24612879753113,10.193.107.99,17.248.201.69,57906,443,52,0
39.24618887901306,10.193.107.99,17.248.201.69,57906,443,569,0
39.246224880218506,17.248.201.69,10.193.107.99,443,57906,52,0
39.24631381034851,17.248.201.69,10.193.107.99,443,57906,1290,0
39.246389865875244,17.248.201.69,10.193.107.99,443,57906,1290,0
39.2464599609375,17.248.201.69,10.193.107.99,443,57906,1290,0
39.246503829956055,17.248.201.69,10.193.107.99,443,57906,434,0
39.24657392501831,17.248.201.69,10.193.107.99,443,57906,1290,0
39.246625900268555,17.248.201.69,10.193.107.99,443,57906,735,0
39.246665954589844,10.193.107.99,17.248.201.69,57906,443,52,0
39.24669885635376,10.193.107.99,17.248.201.69,57906,443,52,0
39.24702787399292,10.193.107.99,17.248.201.69,57906,443,52,0
39.24718379974365,10.193.107.99,17.248.201.69,57906,443,116,0
39.24722981452942,17.248.201.69,10.193.107.99,443,57906,339,0
39.247270822525024,17.248.201.69,10.193.107.99,443,57906,339,0
39.24730587005615,17.248.201.69,10.193.107.99,443,57906,114,0
39.247344970703125,10.193.107.99,17.248.201.69,57906,443,52,0
39.24757480621338,10.193.107.99,17.248.201.69,57906,443,1186,0
39.24761486053467,17.248.201.69,10.193.107.99,443,57906,83,0
39.24766993522644,10.193.107.99,17.248.201.69,57906,443,776,0
39.247702836990356,17.248.201.69,10.193.107.99,443,57906,52,0
39.24781894683838,17.248.201.69,10.193.107.99,443,57906,643,0
39.2479088306427,17.248.201.69,10.193.107.99,443,57906,83,0
39.247941970825195,10.193.107.99,17.248.201.69,57906,443,52,0
39.24797582626343,10.193.107.99,17.248.201.69,57907,443,64,0
39.2480149269104,17.248.201.69,10.193.107.99,443,57907,60,0
39.248046875,10.193.107.99,17.248.201.69,57907,443,52,0
39.248095989227295,10.193.107.99,17.248.201.69,57907,443,569,0
39.24812698364258,17.248.201.69,10.193.107.99,443,57907,52,0
39.24819779396057,17.248.201.69,10.193.107.99,443,57907,1290,0
39.24826788902283,17.248.201.69,10.193.107.99,443,57907,1290,0
39.2483069896698,10.193.107.99,17.248.201.69,57907,443,52,0
39.248374938964844,17.248.201.69,10.193.107.99,443,57907,1290,0
39.24840593338013,10.193.107.99,17.248.201.69,57907,443,64,0
39.248480796813965,17.248.201.69,10.193.107.99,443,57907,1290,0
39.248514890670776,10.193.107.99,17.248.201.69,57907,443,52,0
39.24858999252319,17.248.201.69,10.193.107.99,443,57907,1290,0
39.248623847961426,10.193.107.99,17.248.201.69,57907,443,52,0
39.24868583679199,17.248.201.69,10.193.107.99,443,57907,1115,0
39.24871778488159,10.193.107.99,17.248.201.69,57907,443,52,0
39.2487518787384,10.193.107.99,17.248.201.69,57907,443,116,0
39.248793840408325,17.248.201.69,10.193.107.99,443,57907,339,0
39.248825788497925,10.193.107.99,17.248.201.69,57907,443,52,0
39.24887180328369,17.248.201.69,10.193.107.99,443,57907,339,0
39.24890899658203,17.248.201.69,10.193.107.99,443,57907,114,0
39.248939990997314,10.193.107.99,17.248.201.69,57907,443,52,0
39.24900484085083,10.193.107.99,17.248.201.69,57907,443,1191,0
39.249037981033325,17.248.201.69,10.193.107.99,443,57907,83,0
39.24909281730652,10.193.107.99,17.248.201.69,57907,443,830,0
39.249122858047485,17.248.201.69,10.193.107.99,443,57907,52,0
39.24917197227478,17.248.201.69,10.193.107.99,443,57907,642,0
39.24920296669006,17.248.201.69,10.193.107.99,443,57907,83,0
39.24923491477966,10.193.107.99,17.248.201.69,57907,443,52,0
39.24926996231079,10.193.107.99,17.248.201.69,57907,443,201,0
39.249300956726074,17.248.201.69,10.193.107.99,443,57907,52,0
39.24935483932495,10.193.107.99,17.248.201.69,57907,443,801,0
39.24938488006592,17.248.201.69,10.193.107.99,443,57907,52,0
39.24943399429321,17.248.201.69,10.193.107.99,443,57907,643,0
39.249464988708496,10.193.107.99,17.248.201.69,57907,443,52,0
42.25499486923218,10.193.107.99,17.248.201.69,57907,443,91,0
42.255037784576416,10.193.107.99,17.248.201.69,57907,443,76,0
42.255069971084595,17.248.201.69,10.193.107.99,443,57907,52,0
42.255101919174194,17.248.201.69,10.193.107.99,443,57907,52,0
42.25513482093811,10.193.107.99,17.248.201.69,57907,443,52,0
42.25517177581787,10.193.107.99,17.248.201.69,57908,443,64,0
42.255202770233154,17.248.201.69,10.193.107.99,443,57908,60,0
42.255358934402466,10.193.107.99,17.248.201.69,57908,443,52,0
42.255637884140015,10.193.107.99,17.248.201.69,57908,443,569,0
42.25568890571594,10.193.107.99,17.248.201.69,57909,443,64,0
42.25573182106018,17.248.201.69,10.193.107.99,443,57908,52,0
42.2562038898468,17.248.201.69,10.193.107.99,443,57908,1290,0
42.25628685951233,17.248.201.69,10.193.107.99,443,57908,1290,0
42.25636696815491,17.248.201.69,10.193.107.99,443,57908,1290,0
42.25642991065979,17.248.201.69,10.193.107.99,443,57908,434,0
42.25650382041931,17.248.201.69,10.193.107.99,443,57908,1290,0
42.256568908691406,17.248.201.69,10.193.107.99,443,57908,734,0
42.25661277770996,17.248.201.69,10.193.107.99,443,57909,60,0
42.25664687156677,10.193.107.99,17.248.201.69,57908,443,52,0
42.256680965423584,10.193.107.99,17.248.201.69,57909,443,52,0
42.25678586959839,10.193.107.99,17.248.201.69,57909,443,569,0
42.25682187080383,10.193.107.99,17.248.201.69,57908,443,52,0
42.2568519115448,10.193.107.99,17.248.201.69,57908,443,52,0
42.2568838596344,17.248.201.69,10.193.107.99,443,57909,52,0
42.25725984573364,17.248.201.69,10.193.107.99,443,57909,1290,0
42.257330894470215,17.248.201.69,10.193.107.99,443,57909,1290,0
42.25740599632263,10.193.107.99,17.248.201.69,57909,443,52,0
42.257439851760864,10.193.107.99,17.248.201.69,57909,443,52,0
42.257508993148804,17.248.201.69,10.193.107.99,443,57909,1290,0
42.25758385658264,17.248.201.69,10.193.107.99,443,57909,1290,0
42.2577178478241,10.193.107.99,17.248.201.69,57909,443,52,0
42.25775194168091,10.193.107.99,17.248.201.69,57909,443,52,0
42.257996797561646,17.248.201.69,10.193.107.99,443,57909,1117,0
42.25803089141846,10.193.107.99,17.248.201.69,57909,443,52,0
42.25806498527527,10.193.107.99,17.248.201.69,57908,443,116,0
42.258105993270874,17.248.201.69,10.193.107.99,443,57908,339,0
42.25832200050354,17.248.201.69,10.193.107.99,443,57908,339,0
42.25835990905762,17.248.201.69,10.193.107.99,443,57908,114,0
42.258544921875,10.193.107.99,17.248.201.69,57908,443,52,0
42.25858783721924,10.193.107.99,17.248.201.69,57909,443,116,0
42.25863194465637,17.248.201.69,10.193.107.99,443,57909,339,0
42.25867486000061,17.248.201.69,10.193.107.99,443,57909,339,0
42.25886583328247,17.248.201.69,10.193.107.99,443,57909,114,0
42.25890493392944,10.193.107.99,17.248.201.69,57909,443,52,0
42.259169816970825,10.193.107.99,17.248.201.69,57908,443,1184,0
42.259241819381714,10.193.107.99,17.248.201.69,57909,443,1194,0
42.25928282737732,17.248.201.69,10.193.107.99,443,57908,83,0
42.2593457698822,10.193.107.99,17.248.201.69,57908,443,893,0
42.2593789100647,17.248.201.69,10.193.107.99,443,57909,83,0
42.259440898895264,10.193.107.99,17.248.201.69,57909,443,832,0
42.25947594642639,17.248.201.69,10.193.107.99,443,57908,52,0
42.2596218585968,17.248.201.69,10.193.107.99,443,57909,52,0
42.25967979431152,17.248.201.69,10.193.107.99,443,57908,709,0
42.2599618434906,10.193.107.99,17.248.201.69,57908,443,52,0
42.26022982597351,17.248.201.69,10.193.107.99,443,57909,644,0
42.260262966156006,10.193.107.99,17.248.201.69,57909,443,52,0
42.26029896736145,10.193.107.99,17.248.201.69,57908,443,183,0
42.26055884361267,17.248.201.69,10.193.107.99,443,57908,52,0
42.260626792907715,10.193.107.99,17.248.201.69,57908,443,848,0
42.26072597503662,17.248.201.69,10.193.107.99,443,57908,52,0
42.26078200340271,17.248.201.69,10.193.107.99,443,57908,712,0
42.26081395149231,10.193.107.99,17.248.201.69,57908,443,52,0
44.26430296897888,10.193.107.99,17.248.201.69,57909,443,91,0
44.26433992385864,10.193.107.99,17.248.201.69,57909,443,76,0
44.26437187194824,17.248.201.69,10.193.107.99,443,57909,52,0
44.264402866363525,17.248.201.69,10.193.107.99,443,57909,52,0
44.26443600654602,10.193.107.99,17.248.201.69,57909,443,52,0
55.28403878211975,10.193.107.99,17.248.201.69,57910,443,64,0
55.2842538356781,17.248.201.69,10.193.107.99,443,57910,60,0
55.28441596031189,10.193.107.99,17.248.201.69,57910,443,52,0
55.28451180458069,10.193.107.99,17.248.201.69,57910,443,569,0
55.284562826156616,17.248.201.69,10.193.107.99,443,57910,52,0
55.28472399711609,17.248.201.69,10.193.107.99,443,57910,1290,0
55.284809827804565,17.248.201.69,10.193.107.99,443,57910,1290,0
55.284854888916016,10.193.107.99,17.248.201.69,57910,443,52,0
55.28488779067993,10.193.107.99,17.248.201.69,57910,443,52,0
55.284968852996826,17.248.201.69,10.193.107.99,443,57910,1290,0
55.28500199317932,10.193.107.99,17.248.201.69,57910,443,52,0
55.285071849823,17.248.201.69,10.193.107.99,443,57910,1290,0
55.28510499000549,10.193.107.99,17.248.201.69,57910,443,52,0
55.285167932510376,17.248.201.69,10.193.107.99,443,57910,1116,0
55.28519892692566,10.193.107.99,17.248.201.69,57910,443,52,0
55.285236835479736,10.193.107.99,17.248.201.69,57910,443,116,0
55.2852668762207,17.248.201.69,10.193.107.99,443,57910,52,0
55.28530979156494,17.248.201.69,10.193.107.99,443,57910,339,0
55.28537082672119,17.248.201.69,10.193.107.99,443,57910,339,0
55.285406827926636,17.248.201.69,10.193.107.99,443,57910,114,0
55.28543782234192,10.193.107.99,17.248.201.69,57910,443,52,0
55.285502910614014,10.193.107.99,17.248.201.69,57910,443,1190,0
55.28553581237793,17.248.201.69,10.193.107.99,443,57910,52,0
55.28556990623474,17.248.201.69,10.193.107.99,443,57910,83,0
55.28563594818115,10.193.107.99,17.248.201.69,57910,443,1187,0
55.28566789627075,10.193.107.99,17.248.201.69,57910,443,52,0
55.285698890686035,17.248.201.69,10.193.107.99,443,57910,52,0
55.28575682640076,17.248.201.69,10.193.107.99,443,57910,909,0
55.28578782081604,17.248.201.69,10.193.107.99,443,57910,83,0
55.28581786155701,10.193.107.99,17.248.201.69,57910,443,52,0
55.28594493865967,10.193.107.99,17.248.201.69,57908,443,232,0
55.285974979400635,17.248.201.69,10.193.107.99,443,57908,52,0
55.28602981567383,10.193.107.99,17.248.201.69,57908,443,877,0
55.28606081008911,17.248.201.69,10.193.107.99,443,57908,52,0
55.28609490394592,10.193.107.99,17.248.201.69,57908,443,184,0
55.28614592552185,17.248.201.69,10.193.107.99,443,57908,710,0
55.286176919937134,10.193.107.99,17.248.201.69,57908,443,52,0
55.286206007003784,17.248.201.69,10.193.107.99,443,57908,52,0
55.28626298904419,10.193.107.99,17.248.201.69,57908,443,912,0
55.28629398345947,17.248.201.69,10.193.107.99,443,57908,52,0
55.2863450050354,17.248.201.69,10.193.107.99,443,57908,713,0
55.286376953125,17.248.201.69,10.193.107.99,443,57908,83,0
55.28640794754028,10.193.107.99,17.248.201.69,57908,443,52,0
58.306495904922485,10.193.107.99,17.248.201.69,57910,443,91,0
58.30654788017273,10.193.107.99,17.248.201.69,57910,443,76,0
58.30658578872681,17.248.201.69,10.193.107.99,443,57910,52,0
58.306617975234985,17.248.201.69,10.193.107.99,443,57910,52,0
58.306649923324585,10.193.107.99,17.248.201.69,57910,443,52,0
58.30667996406555,10.193.107.99,17.248.201.69,57911,443,64,0
58.30671286582947,17.248.201.69,10.193.107.99,443,57911,60,0
58.30674386024475,10.193.107.99,17.248.201.69,57911,443,52,0
58.30680298805237,10.193.107.99,17.248.201.69,57911,443,569,0
58.3068368434906,17.248.201.69,10.193.107.99,443,57911,52,0
58.30691981315613,17.248.201.69,10.193.107.99,443,57911,1290,0
58.306989908218384,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30702185630798,10.193.107.99,17.248.201.69,57911,443,52,0
58.30706191062927,10.193.107.99,17.248.201.69,57911,443,52,0
58.30713081359863,17.248.201.69,10.193.107.99,443,57911,1290,0
58.307199001312256,17.248.201.69,10.193.107.99,443,57911,1290,0
58.307230949401855,10.193.107.99,17.248.201.69,57911,443,52,0
58.30726981163025,10.193.107.99,17.248.201.69,57911,443,52,0
58.307344913482666,17.248.201.69,10.193.107.99,443,57911,1117,0
58.307376861572266,10.193.107.99,17.248.201.69,57911,443,52,0
58.307411909103394,10.193.107.99,17.248.201.69,57911,443,116,0
58.30745482444763,17.248.201.69,10.193.107.99,443,57911,339,0
58.30750489234924,17.248.201.69,10.193.107.99,443,57911,401,0
58.30753779411316,10.193.107.99,17.248.201.69,57911,443,52,0
58.30761194229126,10.193.107.99,17.248.201.69,57911,443,1195,0
58.30768299102783,10.193.107.99,17.248.201.69,57911,443,1290,0
58.30771589279175,17.248.201.69,10.193.107.99,443,57911,83,0
58.30778479576111,10.193.107.99,17.248.201.69,57911,443,1290,0
58.30781579017639,17.248.201.69,10.193.107.99,443,57911,52,0
58.307859897613525,10.193.107.99,17.248.201.69,57911,443,158,0
58.30789089202881,17.248.201.69,10.193.107.99,443,57911,52,0
58.30796694755554,17.248.201.69,10.193.107.99,443,57911,1290,0
58.3080358505249,17.248.201.69,10.193.107.99,443,57911,1290,0
58.308066844940186,10.193.107.99,17.248.201.69,57911,443,52,0
58.30809783935547,10.193.107.99,17.248.201.69,57911,443,52,0
58.30816388130188,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30823278427124,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30826377868652,10.193.107.99,17.248.201.69,57911,443,52,0
58.308292865753174,10.193.107.99,17.248.201.69,57911,443,52,0
58.30836081504822,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30842900276184,17.248.201.69,10.193.107.99,443,57911,1290,0
58.308459997177124,10.193.107.99,17.248.201.69,57911,443,52,0
58.30852699279785,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30855679512024,10.193.107.99,17.248.201.69,57911,443,52,0
58.308586835861206,10.193.107.99,17.248.201.69,57911,443,52,0
58.30865478515625,17.248.201.69,10.193.107.99,443,57911,1290,0
58.30868697166443,10.193.107.99,17.248.201.69,57911,443,52,0
