src_ip,dst_ip,src_port,dst_port,length,inter_arrival_time,rolling_avg_length,seq_num,is_malicious
10.193.107.99,17.253.13.134,57583,443,52,7.510185241699219e-05,571.7,924,0
17.253.13.134,10.193.107.99,443,57583,1290,8.487701416015625e-05,571.7,869028,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0001430511474609375,692.7,870266,0
10.193.107.99,17.253.13.134,57583,443,52,3.695487976074219e-05,568.9,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.319450378417969e-05,690.7,871504,0
17.253.13.134,10.193.107.99,443,57583,1290,8.177757263183594e-05,690.7,872742,0
10.193.107.99,17.253.13.134,57583,443,52,3.218650817871094e-05,689.5,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00021886825561523438,796.0,873980,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00011110305786132812,918.6,875218,0
10.193.107.99,17.253.13.134,57583,443,52,4.1961669921875e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00013899803161621094,918.6,876456,0
17.253.13.134,10.193.107.99,443,57583,1290,8.702278137207031e-05,918.6,877694,0
10.193.107.99,17.253.13.134,57583,443,52,6.103515625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.295608520507812e-05,918.6,878932,0
17.253.13.134,10.193.107.99,443,57583,1290,7.605552673339844e-05,918.6,880170,0
10.193.107.99,17.253.13.134,57583,443,52,3.1948089599609375e-05,794.8,924,0
17.248.201.73,10.193.107.99,443,57586,1290,6.794929504394531e-05,918.6,9129,0
10.193.107.99,17.248.201.73,57586,443,52,6.103515625e-05,794.8,1999,0
17.253.13.134,10.193.107.99,443,57583,1290,8.797645568847656e-05,794.8,881408,0
17.253.13.134,10.193.107.99,443,57583,226,4.1961669921875e-05,812.2,882646,0
10.193.107.99,17.253.13.134,57583,443,52,3.314018249511719e-05,688.4,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.700920104980469e-05,688.4,882820,0
17.253.13.134,10.193.107.99,443,57583,1142,7.486343383789062e-05,797.4,884058,0
10.193.107.99,17.253.13.134,57583,443,52,3.314018249511719e-05,673.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.486343383789062e-05,673.6,885148,0
10.193.107.99,17.253.13.134,57583,443,52,3.409385681152344e-05,673.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,9.083747863769531e-05,673.6,886386,0
10.193.107.99,17.253.13.134,57583,443,52,3.504753112792969e-05,673.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,8.416175842285156e-05,673.6,887624,0
17.253.13.134,10.193.107.99,443,57583,1290,6.890296936035156e-05,780.0,888862,0
10.193.107.99,17.253.13.134,57583,443,52,3.790855407714844e-05,780.0,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.796287536621094e-05,780.0,890100,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00016808509826660156,794.8,891338,0
10.193.107.99,17.253.13.134,57583,443,52,1.5974044799804688e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,794.8,892576,0
17.253.13.134,10.193.107.99,443,57583,1290,5.221366882324219e-05,918.6,893814,0
10.193.107.99,17.253.13.134,57583,443,52,1.5974044799804688e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.7894973754882812e-05,918.6,895052,0
17.253.13.134,10.193.107.99,443,57583,1244,2.5987625122070312e-05,914.0,896290,0
10.193.107.99,17.253.13.134,57583,443,52,1.0967254638671875e-05,790.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.5987625122070312e-05,914.0,897482,0
17.253.13.134,10.193.107.99,443,57583,1290,2.5033950805664062e-05,914.0,898720,0
10.193.107.99,17.253.13.134,57583,443,52,1.3113021850585938e-05,790.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0001380443572998047,914.0,899958,0
17.253.13.134,10.193.107.99,443,57583,1290,2.7894973754882812e-05,914.0,901196,0
10.193.107.99,17.253.13.134,57583,443,52,1.1920928955078125e-05,790.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.7179718017578125e-05,914.0,902434,0
17.253.13.134,10.193.107.99,443,57583,1290,0.000102996826171875,914.0,903672,0
10.193.107.99,17.253.13.134,57583,443,52,1.2874603271484375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,918.6,904910,0
17.253.13.134,10.193.107.99,443,57583,1290,4.696846008300781e-05,918.6,906148,0
10.193.107.99,17.253.13.134,57583,443,52,1.7881393432617188e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00014710426330566406,918.6,907386,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,918.6,908624,0
10.193.107.99,17.253.13.134,57583,443,52,1.4066696166992188e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,918.6,909862,0
17.253.13.134,10.193.107.99,443,57583,1290,6.198883056640625e-05,918.6,911100,0
10.193.107.99,17.253.13.134,57583,443,52,1.4066696166992188e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00024509429931640625,918.6,912338,0
17.253.13.134,10.193.107.99,443,57583,1290,3.3855438232421875e-05,918.6,913576,0
10.193.107.99,17.253.13.134,57583,443,52,1.4066696166992188e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.504753112792969e-05,918.6,914814,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,916052,0
10.193.107.99,17.253.13.134,57583,443,52,2.384185791015625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.0040740966796875e-05,918.6,917290,0
17.253.13.134,10.193.107.99,443,57583,1290,2.8133392333984375e-05,918.6,918528,0
10.193.107.99,17.253.13.134,57583,443,52,3.1948089599609375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.1948089599609375e-05,918.6,919766,0
17.253.13.134,10.193.107.99,443,57583,1290,2.9087066650390625e-05,918.6,921004,0
10.193.107.99,17.253.13.134,57583,443,52,9.894371032714844e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.0040740966796875e-05,918.6,922242,0
17.253.13.134,10.193.107.99,443,57583,1290,3.4809112548828125e-05,918.6,923480,0
10.193.107.99,17.253.13.134,57583,443,52,0.00019812583923339844,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.2901763916015625e-05,918.6,924718,0
17.253.13.134,10.193.107.99,443,57583,1290,2.8133392333984375e-05,918.6,925956,0
10.193.107.99,17.253.13.134,57583,443,52,1.1920928955078125e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.9087066650390625e-05,918.6,927194,0
17.253.13.134,10.193.107.99,443,57583,1290,6.890296936035156e-05,918.6,928432,0
10.193.107.99,17.253.13.134,57583,443,52,1.5020370483398438e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,918.6,929670,0
17.253.13.134,10.193.107.99,443,57583,1290,3.0994415283203125e-05,918.6,930908,0
10.193.107.99,17.253.13.134,57583,443,52,1.3113021850585938e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0001399517059326172,918.6,932146,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00017499923706054688,918.6,933384,0
10.193.107.99,17.253.13.134,57583,443,52,1.5020370483398438e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,918.6,934622,0
17.253.13.134,10.193.107.99,443,57583,1290,3.1948089599609375e-05,918.6,935860,0
10.193.107.99,17.253.13.134,57583,443,52,1.3113021850585938e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0002460479736328125,918.6,937098,0
17.253.13.134,10.193.107.99,443,57583,1290,4.38690185546875e-05,918.6,938336,0
10.193.107.99,17.253.13.134,57583,443,52,3.719329833984375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.6941299438476562e-05,918.6,939574,0
17.253.13.134,10.193.107.99,443,57583,1290,3.0994415283203125e-05,918.6,940812,0
10.193.107.99,17.253.13.134,57583,443,52,6.4849853515625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.814697265625e-05,918.6,942050,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00030493736267089844,918.6,943288,0
10.193.107.99,17.253.13.134,57583,443,52,1.5020370483398438e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,2.5987625122070312e-05,918.6,944526,0
17.253.13.134,10.193.107.99,443,57583,1290,2.5987625122070312e-05,918.6,945764,0
10.193.107.99,17.253.13.134,57583,443,52,1.3113021850585938e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,947002,0
17.253.13.134,10.193.107.99,443,57583,1290,2.8133392333984375e-05,918.6,948240,0
10.193.107.99,17.253.13.134,57583,443,52,1.0967254638671875e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.0040740966796875e-05,918.6,949478,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0002238750457763672,918.6,950716,0
10.193.107.99,17.253.13.134,57583,443,52,1.1920928955078125e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,3.218650817871094e-05,918.6,951954,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00011181831359863281,918.6,953192,0
10.193.107.99,17.253.13.134,57583,443,52,3.0040740966796875e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,954430,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,918.6,955668,0
10.193.107.99,17.253.13.134,57583,443,52,2.384185791015625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0002491474151611328,918.6,956906,0
10.193.107.99,17.253.13.134,57583,443,52,2.5987625122070312e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,794.8,959382,0
10.193.107.99,17.253.13.134,57583,443,64,3.0040740966796875e-05,796.0,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.0067901611328125e-05,796.0,961858,0
10.193.107.99,17.253.13.134,57583,443,72,2.4080276489257812e-05,674.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.4836273193359375e-05,798.0,964334,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,798.0,965572,0
10.193.107.99,17.253.13.134,57583,443,80,2.9087066650390625e-05,677.0,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00013208389282226562,800.8,966810,0
17.253.13.134,10.193.107.99,443,57583,1290,5.078315734863281e-05,800.8,968048,0
10.193.107.99,17.253.13.134,57583,443,80,2.4080276489257812e-05,803.6,924,0
10.193.107.99,17.253.13.146,57587,443,64,2.9087066650390625e-05,681.0,0,0
17.253.13.134,10.193.107.99,443,57583,1290,5.698204040527344e-05,803.6,969286,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,803.6,970524,0
10.193.107.99,17.253.13.134,57583,443,80,2.5033950805664062e-05,804.4,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00011801719665527344,804.4,971762,0
10.193.107.99,17.253.13.134,57583,443,80,2.5033950805664062e-05,683.4,924,0
17.253.13.134,10.193.107.99,443,57583,1290,6.985664367675781e-05,804.4,974238,0
10.193.107.99,17.253.13.134,57583,443,80,2.5033950805664062e-05,683.4,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,683.4,958144,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,804.4,960620,0
10.193.107.99,17.253.13.134,57583,443,80,2.288818359375e-05,806.0,924,0
10.193.107.99,17.253.13.134,57583,443,72,2.8133392333984375e-05,684.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,684.2,963096,0
10.193.107.99,17.253.13.134,57583,443,64,6.198883056640625e-05,682.6,924,0
17.253.13.146,10.193.107.99,443,57587,60,2.5033950805664062e-05,559.6,0,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,680.6,973000,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,556.8,924,0
10.193.107.99,17.253.13.146,57587,443,52,3.1948089599609375e-05,554.0,1,0
10.193.107.99,17.253.13.146,57587,443,569,4.696846008300781e-05,481.9,1,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0002300739288330078,481.9,975476,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,602.9,976714,0
17.253.13.134,10.193.107.99,443,57583,96,2.9087066650390625e-05,605.3,977952,0
10.193.107.99,17.253.13.134,57583,443,52,2.193450927734375e-05,481.5,924,0
17.253.13.134,10.193.107.99,443,57583,1290,6.389617919921875e-05,604.1,977996,0
17.253.13.134,10.193.107.99,443,57583,74,3.218650817871094e-05,605.5,979234,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,605.5,979256,0
17.253.13.134,10.193.107.99,443,57583,1290,8.988380432128906e-05,729.3,980494,0
10.193.107.99,17.253.13.134,57583,443,52,2.5987625122070312e-05,729.3,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,801.4,981732,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,801.4,982970,0
10.193.107.99,17.253.13.134,57583,443,52,2.9087066650390625e-05,677.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.581710815429688e-05,797.0,984208,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,920.8,985446,0
17.253.13.146,10.193.107.99,443,57587,52,3.0994415283203125e-05,797.0,1,0
10.193.107.99,17.253.13.134,57583,443,52,5.793571472167969e-05,794.8,924,0
17.253.13.146,10.193.107.99,443,57587,1290,8.511543273925781e-05,794.8,1,0
17.253.13.146,10.193.107.99,443,57587,1290,5.1975250244140625e-05,794.8,1239,0
17.253.13.146,10.193.107.99,443,57587,1290,4.9114227294921875e-05,918.6,2477,0
17.253.13.146,10.193.107.99,443,57587,415,5.984306335449219e-05,831.1,3715,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0001461505889892578,831.1,986684,0
10.193.107.99,17.253.13.134,57583,443,52,2.8848648071289062e-05,831.1,924,0
10.193.107.99,17.253.13.146,57587,443,52,2.3126602172851562e-05,707.3,518,0
10.193.107.99,17.253.13.146,57587,443,52,2.193450927734375e-05,583.5,518,0
17.253.13.134,10.193.107.99,443,57583,1290,5.412101745605469e-05,707.3,987922,0
17.253.13.134,10.193.107.99,443,57583,152,4.982948303222656e-05,717.3,989160,0
10.193.107.99,17.253.13.134,57583,443,52,3.0040740966796875e-05,593.5,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.793571472167969e-05,593.5,989260,0
17.253.13.134,10.193.107.99,443,57583,1206,4.9114227294921875e-05,585.1,990498,0
10.193.107.99,17.253.13.134,57583,443,52,2.288818359375e-05,548.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,548.8,991652,0
17.253.13.134,10.193.107.99,443,57583,1290,7.200241088867188e-05,672.6,992890,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,672.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.987022399902344e-05,796.4,994128,0
17.253.13.134,10.193.107.99,443,57583,1290,9.512901306152344e-05,796.4,995366,0
10.193.107.99,17.253.13.134,57583,443,52,2.6941299438476562e-05,786.4,924,0
17.253.13.134,10.193.107.99,443,57583,1290,8.296966552734375e-05,910.2,996604,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,910.2,997842,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.4836273193359375e-05,918.6,999080,0
17.253.13.134,10.193.107.99,443,57583,162,3.0040740966796875e-05,805.8,1000318,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,682.0,924,0
17.253.13.134,10.193.107.99,443,57583,1098,4.506111145019531e-05,786.6,1000428,0
10.193.107.99,17.253.13.134,57583,443,52,2.6941299438476562e-05,662.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.0067901611328125e-05,662.8,1001474,0
17.253.13.134,10.193.107.99,443,57583,1290,4.696846008300781e-05,786.6,1002712,0
10.193.107.99,17.253.13.134,57583,443,52,2.193450927734375e-05,662.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,662.8,1003950,0
17.253.13.134,10.193.107.99,443,57583,1290,6.103515625e-05,786.6,1005188,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,662.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00012683868408203125,775.6,1006426,0
17.253.13.134,10.193.107.99,443,57583,1290,7.510185241699219e-05,899.4,1007664,0
10.193.107.99,17.253.13.134,57583,443,52,8.702278137207031e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,6.985664367675781e-05,918.6,1008902,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00010204315185546875,918.6,1010140,0
10.193.107.99,17.253.13.134,57583,443,52,2.9087066650390625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00011801719665527344,918.6,1011378,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,918.6,1012616,0
10.193.107.99,17.253.13.134,57583,443,52,4.792213439941406e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,8.296966552734375e-05,918.6,1013854,0
17.253.13.134,10.193.107.99,443,57583,1290,5.0067901611328125e-05,918.6,1015092,0
10.193.107.99,17.253.13.134,57583,443,52,3.0040740966796875e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.5789947509765625e-05,918.6,1016330,0
17.253.13.134,10.193.107.99,443,57583,1290,4.8160552978515625e-05,918.6,1017568,0
10.193.107.99,17.253.13.134,57583,443,52,2.6941299438476562e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,918.6,1018806,0
17.253.13.134,10.193.107.99,443,57583,1290,6.008148193359375e-05,918.6,1020044,0
10.193.107.99,17.253.13.134,57583,443,52,2.288818359375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1021282,0
10.193.107.99,17.253.13.134,57583,443,52,2.193450927734375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,8.106231689453125e-05,794.8,1022520,0
10.193.107.99,17.253.13.134,57583,443,52,3.910064697265625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,7.700920104980469e-05,794.8,1023758,0
17.253.13.134,10.193.107.99,443,57583,1290,8.893013000488281e-05,794.8,1024996,0
10.193.107.99,17.253.13.134,57583,443,52,2.6941299438476562e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,794.8,1026234,0
17.253.13.134,10.193.107.99,443,57583,1290,4.982948303222656e-05,794.8,1027472,0
10.193.107.99,17.253.13.134,57583,443,52,2.5033950805664062e-05,794.8,924,0
10.193.107.99,17.253.13.146,57587,443,116,2.5033950805664062e-05,677.4,518,0
17.253.13.134,10.193.107.99,443,57583,1290,6.29425048828125e-05,801.2,1028710,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00017714500427246094,801.2,1029948,0
10.193.107.99,17.253.13.134,57583,443,52,2.8848648071289062e-05,801.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,801.2,1031186,0
17.253.13.134,10.193.107.99,443,57583,1290,5.698204040527344e-05,801.2,1032424,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,801.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,801.2,1033662,0
17.253.13.134,10.193.107.99,443,57583,1290,5.888938903808594e-05,801.2,1034900,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,801.2,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,918.6,1036138,0
17.253.13.134,10.193.107.99,443,57583,1290,5.507469177246094e-05,918.6,1037376,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.4836273193359375e-05,918.6,1038614,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1039852,0
10.193.107.99,17.253.13.134,57583,443,52,2.7894973754882812e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1041090,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,1042328,0
10.193.107.99,17.253.13.134,57583,443,52,3.814697265625e-05,794.8,924,0
17.253.13.146,10.193.107.99,443,57587,545,3.886222839355469e-05,844.1,4078,0
10.193.107.99,17.253.13.146,57587,443,350,4.696846008300781e-05,750.1,582,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,750.1,1043566,0
17.253.13.134,10.193.107.99,443,57583,1290,4.8160552978515625e-05,873.9,1044804,0
10.193.107.99,17.253.13.134,57583,443,52,2.7894973754882812e-05,750.1,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.00010395050048828125,750.1,1046042,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,873.9,1047280,0
10.193.107.99,17.253.13.134,57583,443,52,2.5033950805664062e-05,750.1,924,0
17.253.13.134,10.193.107.99,443,57583,1290,0.0005879402160644531,750.1,1048518,0
17.253.13.134,10.193.107.99,443,57583,1290,7.009506225585938e-05,873.9,1049756,0
10.193.107.99,17.253.13.134,57583,443,52,3.1948089599609375e-05,824.6,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,1050994,0
17.253.13.134,10.193.107.99,443,57583,1290,7.510185241699219e-05,918.6,1052232,0
10.193.107.99,17.253.13.134,57583,443,52,2.8848648071289062e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,1053470,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,918.6,1054708,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,918.6,1055946,0
17.253.13.134,10.193.107.99,443,57583,1290,5.91278076171875e-05,918.6,1057184,0
10.193.107.99,17.253.13.134,57583,443,52,2.384185791015625e-05,794.8,924,0
17.253.13.146,10.193.107.99,443,57587,1290,4.9114227294921875e-05,918.6,4571,0
17.253.13.146,10.193.107.99,443,57587,136,3.0040740966796875e-05,803.2,5809,0
17.253.13.146,10.193.107.99,443,57587,821,3.886222839355469e-05,756.3,5893,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,880.1,1058422,0
17.253.13.134,10.193.107.99,443,57583,1290,5.793571472167969e-05,880.1,1059660,0
10.193.107.99,17.253.13.134,57583,443,52,2.5033950805664062e-05,756.3,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.8160552978515625e-05,880.1,1060898,0
17.253.13.134,10.193.107.99,443,57583,1290,5.3882598876953125e-05,880.1,1062136,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,756.3,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,880.1,1063374,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,880.1,1064612,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,871.7,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.698204040527344e-05,918.6,1065850,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,1067088,0
10.193.107.99,17.253.13.134,57583,443,52,2.2172927856445312e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.982948303222656e-05,918.6,1068326,0
17.253.13.134,10.193.107.99,443,57583,1290,5.412101745605469e-05,918.6,1069564,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,794.8,924,0
10.193.107.99,17.253.13.146,57587,443,83,3.1948089599609375e-05,797.9,880,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,797.9,1070802,0
17.253.13.134,10.193.107.99,443,57583,1290,6.103515625e-05,797.9,1072040,0
10.193.107.99,17.253.13.134,57583,443,52,2.288818359375e-05,797.9,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.0067901611328125e-05,797.9,1073278,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,797.9,1074516,0
10.193.107.99,17.253.13.134,57583,443,52,2.8848648071289062e-05,797.9,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.91278076171875e-05,797.9,1075754,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,797.9,1076992,0
10.193.107.99,17.253.13.134,57583,443,52,2.2172927856445312e-05,797.9,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,918.6,1078230,0
17.253.13.134,10.193.107.99,443,57583,1290,4.792213439941406e-05,918.6,1079468,0
10.193.107.99,17.253.13.134,57583,443,52,2.5033950805664062e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,1080706,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1081944,0
10.193.107.99,17.253.13.134,57583,443,52,2.193450927734375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.602836608886719e-05,918.6,1083182,0
17.253.13.134,10.193.107.99,443,57583,1290,5.2928924560546875e-05,918.6,1084420,0
10.193.107.99,17.253.13.134,57583,443,52,2.2172927856445312e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,918.6,1085658,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,1086896,0
10.193.107.99,17.253.13.134,57583,443,52,2.193450927734375e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,1088134,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1089372,0
10.193.107.99,17.253.13.134,57583,443,52,5.698204040527344e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.412101745605469e-05,918.6,1090610,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,918.6,1091848,0
10.193.107.99,17.253.13.134,57583,443,52,2.47955322265625e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.9114227294921875e-05,918.6,1093086,0
17.253.13.134,10.193.107.99,443,57583,1290,5.793571472167969e-05,918.6,1094324,0
10.193.107.99,17.253.13.134,57583,443,52,2.5033950805664062e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.698204040527344e-05,918.6,1095562,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1021575927734375e-05,918.6,1096800,0
10.193.107.99,17.253.13.134,57583,443,52,2.4080276489257812e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,4.887580871582031e-05,918.6,1098038,0
10.193.107.99,17.253.13.134,57583,443,52,2.3126602172851562e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57583,1290,5.1975250244140625e-05,794.8,1100514,0
17.253.13.134,10.193.107.99,443,57583,1290,7.295608520507812e-05,918.6,1101752,0
10.193.107.99,17.253.13.134,57583,443,64,4.100799560546875e-05,796.0,924,0
