src_ip,dst_ip,src_port,dst_port,length,inter_arrival_time,rolling_avg_length,seq_num,is_malicious
17.253.13.134,10.193.107.99,443,57588,1290,4.887580871582031e-05,794.8,1526414,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00021195411682128906,918.6,1527652,0
17.253.13.138,10.193.107.99,443,57591,1290,5.1975250244140625e-05,918.6,1163451,0
17.253.13.138,10.193.107.99,443,57591,1290,5.602836608886719e-05,918.6,1164689,0
10.193.107.99,17.253.13.134,57588,443,52,2.4080276489257812e-05,794.8,924,0
10.193.107.99,17.253.13.138,57591,443,52,2.288818359375e-05,794.8,2072,0
10.193.107.99,17.248.201.73,57594,443,198,2.8133392333984375e-05,809.4,8128,0
17.253.13.134,10.193.107.99,443,57597,1290,5.2928924560546875e-05,809.4,55423,0
17.253.13.134,10.193.107.99,443,57597,1290,5.0067901611328125e-05,809.4,56661,0
10.193.107.99,17.253.13.134,57597,443,52,2.5033950805664062e-05,809.4,825,0
10.193.107.99,17.253.13.134,57597,443,52,2.288818359375e-05,685.6,825,0
17.253.13.138,10.193.107.99,443,57591,1266,4.696846008300781e-05,683.2,1165927,0
17.253.13.134,10.193.107.99,443,57597,1290,5.507469177246094e-05,683.2,57899,0
10.193.107.99,17.253.13.138,57591,443,52,2.288818359375e-05,559.4,2072,0
10.193.107.99,17.253.13.134,57597,443,52,0.00013899803161621094,559.4,825,0
17.253.13.134,10.193.107.99,443,57588,1290,5.7220458984375e-05,683.2,1528890,0
17.253.13.134,10.193.107.99,443,57588,1290,5.5789947509765625e-05,792.4,1530128,0
10.193.107.99,17.253.13.134,57588,443,52,2.9087066650390625e-05,668.6,924,0
17.253.13.134,10.193.107.99,443,57597,1290,4.792213439941406e-05,668.6,59137,0
10.193.107.99,17.253.13.134,57597,443,52,4.601478576660156e-05,668.6,825,0
17.253.13.138,10.193.107.99,443,57591,1290,5.698204040527344e-05,792.4,1167141,0
17.253.13.138,10.193.107.99,443,57591,1290,0.000164031982421875,794.8,1168379,0
17.253.13.138,10.193.107.99,443,57591,1290,5.507469177246094e-05,794.8,1169617,0
17.253.13.138,10.193.107.99,443,57591,1290,5.3882598876953125e-05,918.6,1170855,0
17.248.201.73,10.193.107.99,443,57594,52,2.5033950805664062e-05,918.6,10436,0
17.253.13.134,10.193.107.99,443,57588,1290,5.412101745605469e-05,918.6,1531366,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00011396408081054688,918.6,1532604,0
10.193.107.99,17.253.13.138,57591,443,52,2.5987625122070312e-05,918.6,2072,0
10.193.107.99,17.248.201.73,57594,443,644,3.600120544433594e-05,854.0,8274,0
10.193.107.99,17.253.13.134,57588,443,52,2.4080276489257812e-05,854.0,924,0
17.253.13.134,10.193.107.99,443,57597,1290,5.4836273193359375e-05,854.0,60375,0
10.193.107.99,17.253.13.134,57597,443,52,2.8133392333984375e-05,730.2,825,0
17.253.13.138,10.193.107.99,443,57591,1290,4.887580871582031e-05,730.2,1172093,0
17.253.13.138,10.193.107.99,443,57591,70,2.4080276489257812e-05,608.2,1173331,0
17.253.13.134,10.193.107.99,443,57597,1290,5.3882598876953125e-05,732.0,61613,0
10.193.107.99,17.253.13.138,57591,443,52,8.106231689453125e-05,608.2,2072,0
10.193.107.99,17.253.13.134,57597,443,52,2.9087066650390625e-05,484.4,825,0
17.253.13.134,10.193.107.99,443,57588,1290,4.887580871582031e-05,608.2,1533842,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00013208389282226562,672.8,1535080,0
10.193.107.99,17.253.13.134,57588,443,52,2.6941299438476562e-05,672.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,0.000164031982421875,672.8,62851,0
10.193.107.99,17.253.13.134,57597,443,52,2.6941299438476562e-05,672.8,825,0
17.253.13.134,10.193.107.99,443,57588,1262,5.507469177246094e-05,670.0,1536318,0
10.193.107.99,17.253.13.134,57588,443,52,2.288818359375e-05,668.2,924,0
17.253.13.134,10.193.107.99,443,57597,1290,4.8160552978515625e-05,668.2,64089,0
10.193.107.99,17.253.13.134,57597,443,52,0.00017189979553222656,668.2,825,0
17.253.13.138,10.193.107.99,443,57591,1290,6.29425048828125e-05,792.0,1173349,0
17.253.13.138,10.193.107.99,443,57591,1290,5.221366882324219e-05,792.0,1174587,0
17.253.13.134,10.193.107.99,443,57588,1290,5.5789947509765625e-05,792.0,1537528,0
17.253.13.134,10.193.107.99,443,57588,1290,5.817413330078125e-05,915.8,1538766,0
10.193.107.99,17.253.13.138,57591,443,52,2.5033950805664062e-05,792.0,2072,0
10.193.107.99,17.253.13.134,57588,443,52,2.288818359375e-05,792.0,924,0
17.253.13.134,10.193.107.99,443,57597,1290,9.298324584960938e-05,794.8,65327,0
10.193.107.99,17.253.13.134,57597,443,52,2.4080276489257812e-05,794.8,825,0
17.253.13.138,10.193.107.99,443,57591,1290,4.792213439941406e-05,794.8,1175825,0
10.193.107.99,17.253.13.138,57591,443,52,2.9087066650390625e-05,794.8,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,5.3882598876953125e-05,794.8,66565,0
10.193.107.99,17.253.13.134,57597,443,52,2.4080276489257812e-05,671.0,825,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00010895729064941406,671.0,1540004,0
10.193.107.99,17.253.13.134,57588,443,52,2.5033950805664062e-05,547.2,924,0
17.253.13.134,10.193.107.99,443,57597,1290,0.00018405914306640625,671.0,67803,0
10.193.107.99,17.253.13.134,57597,443,52,2.7894973754882812e-05,671.0,825,0
17.253.13.138,10.193.107.99,443,57591,1290,4.792213439941406e-05,671.0,1179521,0
10.193.107.99,17.253.13.138,57591,443,64,2.9087066650390625e-05,672.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,5.0067901611328125e-05,672.2,1544956,0
17.253.13.134,10.193.107.99,443,57588,1290,4.792213439941406e-05,796.0,1546194,0
17.253.13.138,10.193.107.99,443,57591,1290,5.412101745605469e-05,796.0,1180805,0
17.253.13.138,10.193.107.99,443,57591,1290,5.1021575927734375e-05,919.8,1182043,0
10.193.107.99,17.253.13.134,57588,443,64,2.288818359375e-05,797.2,924,0
10.193.107.99,17.253.13.138,57591,443,72,2.288818359375e-05,799.2,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,5.316734313964844e-05,799.2,70279,0
10.193.107.99,17.253.13.134,57597,443,64,2.5033950805664062e-05,800.4,825,0
17.253.13.134,10.193.107.99,443,57588,1290,4.696846008300781e-05,800.4,1547432,0
17.253.13.134,10.193.107.99,443,57588,80,2.384185791015625e-05,802.0,1548670,0
17.253.13.134,10.193.107.99,443,57597,1290,5.412101745605469e-05,802.0,72755,0
17.253.13.134,10.193.107.99,443,57597,1290,5.1975250244140625e-05,802.0,73993,0
10.193.107.99,17.253.13.134,57588,443,64,2.7894973754882812e-05,679.4,924,0
10.193.107.99,17.253.13.134,57597,443,72,2.3126602172851562e-05,557.6,825,0
17.253.13.138,10.193.107.99,443,57591,1290,4.696846008300781e-05,680.2,1177063,0
10.193.107.99,17.253.13.138,57591,443,72,0.00011491775512695312,680.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,5.698204040527344e-05,680.2,1541242,0
17.253.13.138,10.193.107.99,443,57591,1272,4.8160552978515625e-05,801.0,1178301,0
10.193.107.99,17.253.13.134,57588,443,64,2.288818359375e-05,678.4,924,0
10.193.107.99,17.253.13.138,57591,443,64,2.7179718017578125e-05,676.8,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,5.078315734863281e-05,676.8,69041,0
17.253.13.138,10.193.107.99,443,57591,98,2.5033950805664062e-05,557.6,1180759,0
10.193.107.99,17.253.13.134,57597,443,64,2.7179718017578125e-05,557.6,825,0
10.193.107.99,17.253.13.138,57591,443,52,2.288818359375e-05,555.6,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00023794174194335938,555.6,1542480,0
10.193.107.99,17.253.13.134,57588,443,64,3.910064697265625e-05,554.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.790855407714844e-05,554.8,71517,0
17.253.13.134,10.193.107.99,443,57588,1290,3.695487976074219e-05,556.6,1543718,0
10.193.107.99,17.253.13.134,57597,443,52,1.811981201171875e-05,555.4,825,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,554.2,924,0
17.253.13.138,10.193.107.99,443,57591,1290,8.416175842285156e-05,554.2,1183281,0
17.253.13.138,10.193.107.99,443,57591,1290,4.57763671875e-05,673.4,1184519,0
17.253.13.134,10.193.107.99,443,57597,1290,4.410743713378906e-05,796.0,75231,0
10.193.107.99,17.253.13.138,57591,443,52,3.0994415283203125e-05,796.0,2072,0
10.193.107.99,17.253.13.134,57597,443,52,2.09808349609375e-05,672.2,825,0
17.253.13.134,10.193.107.99,443,57597,1290,3.790855407714844e-05,794.8,76469,0
17.253.13.134,10.193.107.99,443,57588,1290,3.719329833984375e-05,794.8,1548698,0
17.253.13.138,10.193.107.99,443,57591,1290,3.790855407714844e-05,794.8,1185757,0
17.253.13.138,10.193.107.99,443,57591,56,2.002716064453125e-05,795.2,1186995,0
10.193.107.99,17.253.13.134,57597,443,52,1.5974044799804688e-05,795.2,825,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,671.4,924,0
10.193.107.99,17.253.13.138,57591,443,52,1.5974044799804688e-05,547.6,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,8.20159912109375e-05,547.6,1186999,0
17.253.13.138,10.193.107.99,443,57591,1290,3.814697265625e-05,671.4,1188237,0
10.193.107.99,17.253.13.138,57591,443,52,1.8835067749023438e-05,671.4,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,4.00543212890625e-05,671.4,77707,0
17.253.13.134,10.193.107.99,443,57597,1290,4.1961669921875e-05,671.4,78945,0
17.253.13.134,10.193.107.99,443,57588,1290,3.719329833984375e-05,671.4,1549936,0
17.253.13.134,10.193.107.99,443,57588,1290,3.695487976074219e-05,794.8,1551174,0
10.193.107.99,17.253.13.134,57597,443,52,2.193450927734375e-05,794.8,825,0
10.193.107.99,17.253.13.134,57588,443,52,1.5974044799804688e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.504753112792969e-05,918.6,80183,0
17.253.13.134,10.193.107.99,443,57597,82,1.7881393432617188e-05,797.8,81421,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00015020370483398438,797.8,1552412,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,921.6,1553650,0
17.253.13.138,10.193.107.99,443,57591,1290,4.100799560546875e-05,921.6,1189475,0
17.253.13.138,10.193.107.99,443,57591,1240,4.00543212890625e-05,916.6,1190713,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,792.8,825,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,669.0,924,0
10.193.107.99,17.253.13.138,57591,443,52,1.5974044799804688e-05,669.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,4.00543212890625e-05,792.8,1191901,0
17.253.13.138,10.193.107.99,443,57591,1290,3.600120544433594e-05,792.8,1193139,0
10.193.107.99,17.253.13.138,57591,443,52,0.00013494491577148438,789.8,2072,0
17.253.13.134,10.193.107.99,443,57597,1260,4.410743713378906e-05,786.8,81451,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,786.8,1554888,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,786.8,1556126,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,668.0,825,0
10.193.107.99,17.253.13.134,57588,443,52,3.600120544433594e-05,668.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.814697265625e-05,791.8,1194377,0
17.253.13.138,10.193.107.99,443,57591,120,2.09808349609375e-05,798.6,1195615,0
17.253.13.134,10.193.107.99,443,57597,1290,4.291534423828125e-05,798.6,82659,0
17.253.13.134,10.193.107.99,443,57597,1290,3.600120544433594e-05,798.6,83897,0
10.193.107.99,17.253.13.138,57591,443,52,1.6927719116210938e-05,798.6,2072,0
10.193.107.99,17.253.13.134,57597,443,52,2.09808349609375e-05,677.8,825,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,677.8,1557364,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00014710426330566406,677.8,1558602,0
10.193.107.99,17.253.13.134,57588,443,52,1.7881393432617188e-05,677.8,924,0
17.253.13.138,10.193.107.99,443,57591,1290,9.107589721679688e-05,801.6,1195683,0
17.253.13.138,10.193.107.99,443,57591,1240,4.315376281738281e-05,796.6,1196921,0
10.193.107.99,17.253.13.138,57591,443,52,5.4836273193359375e-05,789.8,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,4.410743713378906e-05,789.8,1198109,0
17.253.13.138,10.193.107.99,443,57591,1290,0.0002789497375488281,789.8,1199347,0
10.193.107.99,17.253.13.138,57591,443,52,2.09808349609375e-05,789.8,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,3.695487976074219e-05,913.6,85135,0
17.253.13.134,10.193.107.99,443,57588,1290,4.315376281738281e-05,913.6,1559840,0
17.253.13.134,10.193.107.99,443,57588,1262,4.100799560546875e-05,910.8,1561078,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,910.8,825,0
10.193.107.99,17.253.13.134,57588,443,52,1.5974044799804688e-05,787.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.790855407714844e-05,792.0,1200585,0
17.253.13.138,10.193.107.99,443,57591,1290,4.315376281738281e-05,915.8,1201823,0
10.193.107.99,17.253.13.138,57591,443,52,7.390975952148438e-05,792.0,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,4.410743713378906e-05,792.0,1562288,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,915.8,1563526,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,792.0,924,0
17.253.13.138,10.193.107.99,443,57591,1272,3.504753112792969e-05,790.2,1203061,0
10.193.107.99,17.253.13.138,57591,443,52,1.6927719116210938e-05,669.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,4.00543212890625e-05,793.0,1564764,0
17.253.13.134,10.193.107.99,443,57588,1290,3.790855407714844e-05,916.8,1566002,0
10.193.107.99,17.253.13.134,57588,443,52,1.71661376953125e-05,793.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.3855438232421875e-05,793.0,1204281,0
17.253.13.138,10.193.107.99,443,57591,1290,4.1961669921875e-05,916.8,1205519,0
10.193.107.99,17.253.13.138,57591,443,52,1.71661376953125e-05,793.0,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,5.888938903808594e-05,793.0,90087,0
10.193.107.99,17.253.13.134,57597,443,64,2.002716064453125e-05,794.2,825,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,796.0,1567240,0
17.253.13.134,10.193.107.99,443,57588,1290,4.100799560546875e-05,919.8,1568478,0
10.193.107.99,17.253.13.134,57588,443,52,2.4080276489257812e-05,796.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,9.298324584960938e-05,796.0,1206757,0
17.253.13.138,10.193.107.99,443,57591,1290,4.1961669921875e-05,919.8,1207995,0
10.193.107.99,17.253.13.138,57591,443,52,2.002716064453125e-05,796.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,6.890296936035156e-05,796.0,1209233,0
17.253.13.138,10.193.107.99,443,57591,1290,3.910064697265625e-05,919.8,1210471,0
10.193.107.99,17.253.13.138,57591,443,52,1.7881393432617188e-05,796.0,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.504753112792969e-05,918.6,1569716,0
17.253.13.134,10.193.107.99,443,57588,1290,4.506111145019531e-05,918.6,1570954,0
10.193.107.99,17.253.13.134,57588,443,52,1.7881393432617188e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,7.414817810058594e-05,918.6,86373,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,918.6,1211709,0
10.193.107.99,17.253.13.134,57597,443,64,1.6927719116210938e-05,796.0,825,0
10.193.107.99,17.253.13.138,57591,443,52,1.5974044799804688e-05,796.0,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,4.00543212890625e-05,796.0,1572192,0
17.253.13.134,10.193.107.99,443,57588,1290,3.504753112792969e-05,796.0,1573430,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,796.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,6.914138793945312e-05,796.0,1214185,0
17.253.13.138,10.193.107.99,443,57591,1290,6.699562072753906e-05,796.0,1215423,0
10.193.107.99,17.253.13.138,57591,443,64,2.193450927734375e-05,797.2,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,0.00018906593322753906,797.2,1216661,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,797.2,1217899,0
17.253.13.134,10.193.107.99,443,57588,1290,3.695487976074219e-05,919.8,1574668,0
17.253.13.134,10.193.107.99,443,57588,1290,4.100799560546875e-05,1043.6,1575906,0
10.193.107.99,17.253.13.138,57591,443,64,1.7881393432617188e-05,921.0,2072,0
10.193.107.99,17.253.13.134,57588,443,52,1.621246337890625e-05,797.2,924,0
17.253.13.134,10.193.107.99,443,57597,1290,6.580352783203125e-05,921.0,87611,0
10.193.107.99,17.253.13.134,57597,443,64,2.002716064453125e-05,798.4,825,0
17.253.13.138,10.193.107.99,443,57591,1290,3.600120544433594e-05,798.4,1219137,0
10.193.107.99,17.253.13.138,57591,443,64,1.811981201171875e-05,798.4,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,4.1961669921875e-05,798.4,91325,0
10.193.107.99,17.253.13.134,57597,443,64,1.6927719116210938e-05,675.8,825,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,675.8,1579620,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,675.8,1580858,0
17.253.13.138,10.193.107.99,443,57591,1290,0.00014901161193847656,798.4,1212947,0
10.193.107.99,17.253.13.134,57588,443,64,2.3126602172851562e-05,799.6,924,0
10.193.107.99,17.253.13.138,57591,443,52,1.7881393432617188e-05,675.8,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,4.00543212890625e-05,798.4,1221613,0
10.193.107.99,17.253.13.138,57591,443,64,7.510185241699219e-05,675.8,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,5.602836608886719e-05,798.4,1582096,0
17.253.13.134,10.193.107.99,443,57588,1290,3.790855407714844e-05,798.4,1583334,0
10.193.107.99,17.253.13.134,57588,443,64,1.9073486328125e-05,798.4,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.600120544433594e-05,798.4,88849,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,674.6,825,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00010895729064941406,674.6,1584572,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,797.2,1585810,0
10.193.107.99,17.253.13.134,57588,443,64,2.002716064453125e-05,798.4,924,0
17.253.13.134,10.193.107.99,443,57588,1290,6.794929504394531e-05,798.4,1577144,0
17.253.13.134,10.193.107.99,443,57588,1290,4.220008850097656e-05,921.0,1578382,0
17.253.13.138,10.193.107.99,443,57591,1290,3.790855407714844e-05,921.0,1220375,0
10.193.107.99,17.253.13.134,57588,443,52,1.7881393432617188e-05,797.2,924,0
10.193.107.99,17.253.13.138,57591,443,52,2.4080276489257812e-05,796.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,796.0,1222851,0
17.253.13.138,10.193.107.99,443,57591,1290,4.00543212890625e-05,919.8,1224089,0
10.193.107.99,17.253.13.138,57591,443,52,8.20159912109375e-05,796.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,796.0,1225327,0
17.253.13.138,10.193.107.99,443,57591,1290,4.696846008300781e-05,918.6,1226565,0
17.253.13.134,10.193.107.99,443,57597,1290,5.91278076171875e-05,918.6,92563,0
17.253.13.134,10.193.107.99,443,57597,1290,5.888938903808594e-05,918.6,93801,0
10.193.107.99,17.253.13.138,57591,443,52,3.814697265625e-05,794.8,2072,0
10.193.107.99,17.253.13.134,57597,443,52,2.09808349609375e-05,794.8,825,0
17.253.13.138,10.193.107.99,443,57591,1290,4.1961669921875e-05,918.6,1227803,0
10.193.107.99,17.253.13.138,57591,443,52,1.6927719116210938e-05,794.8,2072,0
10.193.107.99,17.248.201.73,57594,443,644,2.9087066650390625e-05,730.2,8274,0
17.253.13.134,10.193.107.99,443,57588,1290,4.291534423828125e-05,854.0,1587048,0
17.253.13.134,10.193.107.99,443,57588,1290,3.695487976074219e-05,854.0,1588286,0
17.253.13.138,10.193.107.99,443,57591,1290,3.600120544433594e-05,854.0,1229041,0
17.253.13.138,10.193.107.99,443,57591,60,1.71661376953125e-05,731.0,1230279,0
10.193.107.99,17.253.13.134,57588,443,52,8.797645568847656e-05,607.2,924,0
10.193.107.99,17.253.13.138,57591,443,52,2.288818359375e-05,607.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.814697265625e-05,731.0,1589524,0
17.253.13.134,10.193.107.99,443,57588,1290,4.1961669921875e-05,731.0,1590762,0
10.193.107.99,17.253.13.134,57588,443,52,7.390975952148438e-05,731.0,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.910064697265625e-05,795.6,95039,0
17.253.13.134,10.193.107.99,443,57597,1290,4.100799560546875e-05,795.6,96277,0
17.253.13.138,10.193.107.99,443,57591,1290,3.790855407714844e-05,795.6,1230287,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,795.6,1231525,0
10.193.107.99,17.253.13.134,57597,443,52,1.71661376953125e-05,794.8,825,0
10.193.107.99,17.253.13.138,57591,443,52,1.5974044799804688e-05,794.8,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,0.0001659393310546875,918.6,1592000,0
17.253.13.134,10.193.107.99,443,57588,1290,4.696846008300781e-05,918.6,1593238,0
10.193.107.99,17.253.13.134,57588,443,52,1.6927719116210938e-05,794.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.600120544433594e-05,918.6,97515,0
17.253.13.134,10.193.107.99,443,57597,82,1.811981201171875e-05,797.8,98753,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,674.0,825,0
17.253.13.138,10.193.107.99,443,57591,1290,3.504753112792969e-05,674.0,1232763,0
17.253.13.138,10.193.107.99,443,57591,1290,4.00543212890625e-05,674.0,1234001,0
10.193.107.99,17.253.13.138,57591,443,52,1.7881393432617188e-05,674.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,3.504753112792969e-05,797.8,1235239,0
17.253.13.138,10.193.107.99,443,57591,70,2.193450927734375e-05,675.8,1236477,0
10.193.107.99,17.253.13.138,57591,443,52,1.5974044799804688e-05,552.0,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,8.20159912109375e-05,675.8,1594476,0
17.253.13.134,10.193.107.99,443,57588,1290,4.100799560546875e-05,675.8,1595714,0
10.193.107.99,17.253.13.134,57588,443,52,1.9073486328125e-05,672.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.600120544433594e-05,796.6,98783,0
17.253.13.134,10.193.107.99,443,57597,1260,3.910064697265625e-05,793.6,100021,0
17.253.13.138,10.193.107.99,443,57591,1290,4.100799560546875e-05,793.6,1236495,0
17.253.13.138,10.193.107.99,443,57591,1290,3.600120544433594e-05,917.4,1237733,0
10.193.107.99,17.253.13.134,57597,443,52,1.6927719116210938e-05,793.6,825,0
10.193.107.99,17.253.13.138,57591,443,52,2.09808349609375e-05,791.8,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,915.6,1596952,0
17.253.13.134,10.193.107.99,443,57588,1290,6.794929504394531e-05,915.6,1598190,0
10.193.107.99,17.253.13.134,57588,443,52,2.002716064453125e-05,791.8,924,0
17.253.13.134,10.193.107.99,443,57597,1290,3.504753112792969e-05,915.6,101229,0
10.193.107.99,17.253.13.134,57597,443,52,1.7881393432617188e-05,791.8,825,0
17.253.13.138,10.193.107.99,443,57591,1290,0.00014209747314453125,794.8,1238971,0
17.253.13.138,10.193.107.99,443,57591,1264,4.38690185546875e-05,792.2,1240209,0
10.193.107.99,17.253.13.138,57591,443,52,1.71661376953125e-05,668.4,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,0.0001709461212158203,792.2,1241421,0
17.253.13.138,10.193.107.99,443,57591,1290,3.2901763916015625e-05,916.0,1242659,0
10.193.107.99,17.253.13.138,57591,443,52,1.5020370483398438e-05,792.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.814697265625e-05,792.2,1599428,0
10.193.107.99,17.253.13.134,57588,443,52,1.5020370483398438e-05,792.2,924,0
17.253.13.134,10.193.107.99,443,57597,1290,2.9802322387695312e-05,792.2,103705,0
17.253.13.138,10.193.107.99,443,57591,1290,3.0994415283203125e-05,916.0,1243897,0
10.193.107.99,17.253.13.134,57597,443,64,1.621246337890625e-05,793.4,825,0
10.193.107.99,17.253.13.138,57591,443,52,1.2874603271484375e-05,672.2,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.0040740966796875e-05,796.0,1601904,0
17.253.13.134,10.193.107.99,443,57588,1290,0.00014901161193847656,796.0,1603142,0
10.193.107.99,17.253.13.134,57588,443,64,1.6927719116210938e-05,673.4,924,0
17.253.13.134,10.193.107.99,443,57588,1290,3.814697265625e-05,797.2,1604380,0
17.253.13.134,10.193.107.99,443,57588,1290,3.1948089599609375e-05,797.2,1605618,0
10.193.107.99,17.253.13.134,57588,443,64,1.5020370483398438e-05,798.4,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.4809112548828125e-05,798.4,1246373,0
10.193.107.99,17.253.13.138,57591,443,64,1.71661376953125e-05,675.8,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,3.0994415283203125e-05,798.4,1248849,0
17.253.13.138,10.193.107.99,443,57591,1290,3.695487976074219e-05,922.2,1250087,0
10.193.107.99,17.253.13.138,57591,443,72,1.5020370483398438e-05,800.4,2072,0
17.253.13.134,10.193.107.99,443,57597,1290,3.0994415283203125e-05,800.4,102467,0
17.253.13.138,10.193.107.99,443,57591,1290,3.504753112792969e-05,923.0,1251325,0
17.253.13.138,10.193.107.99,443,57591,1290,3.1948089599609375e-05,923.0,1252563,0
10.193.107.99,17.253.13.134,57597,443,52,1.5974044799804688e-05,799.2,825,0
10.193.107.99,17.253.13.138,57591,443,72,1.5020370483398438e-05,800.0,2072,0
17.253.13.134,10.193.107.99,443,57588,1290,3.504753112792969e-05,800.0,1600666,0
10.193.107.99,17.253.13.134,57588,443,52,1.5020370483398438e-05,798.8,924,0
17.253.13.134,10.193.107.99,443,57588,1290,3.2901763916015625e-05,798.8,1606856,0
10.193.107.99,17.253.13.134,57588,443,52,1.5974044799804688e-05,675.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.409385681152344e-05,796.8,1245135,0
17.253.13.134,10.193.107.99,443,57588,1290,3.600120544433594e-05,796.8,1608094,0
17.253.13.134,10.193.107.99,443,57588,58,1.5974044799804688e-05,673.6,1609332,0
10.193.107.99,17.253.13.138,57591,443,64,1.4066696166992188e-05,551.0,2072,0
10.193.107.99,17.253.13.134,57588,443,52,1.3828277587890625e-05,551.0,924,0
17.253.13.138,10.193.107.99,443,57591,1290,3.218650817871094e-05,672.8,1247611,0
10.193.107.99,17.253.13.138,57591,443,52,1.3828277587890625e-05,549.0,2072,0
17.253.13.138,10.193.107.99,443,57591,1290,3.1948089599609375e-05,672.8,1253801,0
10.193.107.99,17.253.13.138,57591,443,52,3.314018249511719e-05,549.0,2072,0
